,song,artist,date,explicit,uri_cancion,popularity,ironhacker,links,uri_artista,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
102,One Call Away,Charlie Puth,2016-01-29,False,spotify:track:7soJgKhQTO8hLP2JPRkL5O,68,miguel.1962.mas,https://open.spotify.com/track/7soJgKhQTO8hLP2JPRkL5O,6VuMaDnrHyPL1p4EHjYLi7,0.667,0.613,1,-5.353,1,0.0344,0.403,0.0,0.115,0.47,91.024,audio_features,7soJgKhQTO8hLP2JPRkL5O,spotify:track:7soJgKhQTO8hLP2JPRkL5O,https://api.spotify.com/v1/tracks/7soJgKhQTO8hLP2JPRkL5O,https://api.spotify.com/v1/audio-analysis/7soJgKhQTO8hLP2JPRkL5O,194453,4
103,Dancing With A Stranger (with Normani),Sam Smith,2019-01-11,False,spotify:track:6Qs4SXO9dwPj5GKvVOv8Ki,77,miguel.1962.mas,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki,2wY79sveU1sp5g7SokKOiI,0.741,0.52,8,-7.513,1,0.0656,0.45,1.97e-06,0.222,0.347,102.998,audio_features,6Qs4SXO9dwPj5GKvVOv8Ki,spotify:track:6Qs4SXO9dwPj5GKvVOv8Ki,https://api.spotify.com/v1/tracks/6Qs4SXO9dwPj5GKvVOv8Ki,https://api.spotify.com/v1/audio-analysis/6Qs4SXO9dwPj5GKvVOv8Ki,171030,4
103,Dancing With A Stranger (with Normani),Sam Smith,2019-01-11,False,spotify:track:6Qs4SXO9dwPj5GKvVOv8Ki,77,miguel.1962.mas,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki,2cWZOOzeOm4WmBJRnD5R7I,0.741,0.52,8,-7.513,1,0.0656,0.45,1.97e-06,0.222,0.347,102.998,audio_features,6Qs4SXO9dwPj5GKvVOv8Ki,spotify:track:6Qs4SXO9dwPj5GKvVOv8Ki,https://api.spotify.com/v1/tracks/6Qs4SXO9dwPj5GKvVOv8Ki,https://api.spotify.com/v1/audio-analysis/6Qs4SXO9dwPj5GKvVOv8Ki,171030,4
103,Dancing With A Stranger (with Normani),Normani,2019-01-11,False,spotify:track:6Qs4SXO9dwPj5GKvVOv8Ki,77,miguel.1962.mas,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki,2wY79sveU1sp5g7SokKOiI,0.741,0.52,8,-7.513,1,0.0656,0.45,1.97e-06,0.222,0.347,102.998,audio_features,6Qs4SXO9dwPj5GKvVOv8Ki,spotify:track:6Qs4SXO9dwPj5GKvVOv8Ki,https://api.spotify.com/v1/tracks/6Qs4SXO9dwPj5GKvVOv8Ki,https://api.spotify.com/v1/audio-analysis/6Qs4SXO9dwPj5GKvVOv8Ki,171030,4
103,Dancing With A Stranger (with Normani),Normani,2019-01-11,False,spotify:track:6Qs4SXO9dwPj5GKvVOv8Ki,77,miguel.1962.mas,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki,2cWZOOzeOm4WmBJRnD5R7I,0.741,0.52,8,-7.513,1,0.0656,0.45,1.97e-06,0.222,0.347,102.998,audio_features,6Qs4SXO9dwPj5GKvVOv8Ki,spotify:track:6Qs4SXO9dwPj5GKvVOv8Ki,https://api.spotify.com/v1/tracks/6Qs4SXO9dwPj5GKvVOv8Ki,https://api.spotify.com/v1/audio-analysis/6Qs4SXO9dwPj5GKvVOv8Ki,171030,4
104,7 Seconds (feat. Neneh Cherry),Youssou N'Dour,2004,False,spotify:track:76D5nfZbYzZYfUZKGy73jy,60,miguel.1962.mas,https://open.spotify.com/track/76D5nfZbYzZYfUZKGy73jy,77zlytAFjPFjUKda8TNIDY,0.68,0.702,1,-9.621,0,0.0267,0.0838,1.79e-06,0.326,0.509,154.198,audio_features,76D5nfZbYzZYfUZKGy73jy,spotify:track:76D5nfZbYzZYfUZKGy73jy,https://api.spotify.com/v1/tracks/76D5nfZbYzZYfUZKGy73jy,https://api.spotify.com/v1/audio-analysis/76D5nfZbYzZYfUZKGy73jy,305773,4
104,7 Seconds (feat. Neneh Cherry),Youssou N'Dour,2004,False,spotify:track:76D5nfZbYzZYfUZKGy73jy,60,miguel.1962.mas,https://open.spotify.com/track/76D5nfZbYzZYfUZKGy73jy,3JxCEqL9zjKnDJgUhRuRJD,0.68,0.702,1,-9.621,0,0.0267,0.0838,1.79e-06,0.326,0.509,154.198,audio_features,76D5nfZbYzZYfUZKGy73jy,spotify:track:76D5nfZbYzZYfUZKGy73jy,https://api.spotify.com/v1/tracks/76D5nfZbYzZYfUZKGy73jy,https://api.spotify.com/v1/audio-analysis/76D5nfZbYzZYfUZKGy73jy,305773,4
104,7 Seconds (feat. Neneh Cherry),Neneh Cherry,2004,False,spotify:track:76D5nfZbYzZYfUZKGy73jy,60,miguel.1962.mas,https://open.spotify.com/track/76D5nfZbYzZYfUZKGy73jy,77zlytAFjPFjUKda8TNIDY,0.68,0.702,1,-9.621,0,0.0267,0.0838,1.79e-06,0.326,0.509,154.198,audio_features,76D5nfZbYzZYfUZKGy73jy,spotify:track:76D5nfZbYzZYfUZKGy73jy,https://api.spotify.com/v1/tracks/76D5nfZbYzZYfUZKGy73jy,https://api.spotify.com/v1/audio-analysis/76D5nfZbYzZYfUZKGy73jy,305773,4
104,7 Seconds (feat. Neneh Cherry),Neneh Cherry,2004,False,spotify:track:76D5nfZbYzZYfUZKGy73jy,60,miguel.1962.mas,https://open.spotify.com/track/76D5nfZbYzZYfUZKGy73jy,3JxCEqL9zjKnDJgUhRuRJD,0.68,0.702,1,-9.621,0,0.0267,0.0838,1.79e-06,0.326,0.509,154.198,audio_features,76D5nfZbYzZYfUZKGy73jy,spotify:track:76D5nfZbYzZYfUZKGy73jy,https://api.spotify.com/v1/tracks/76D5nfZbYzZYfUZKGy73jy,https://api.spotify.com/v1/audio-analysis/76D5nfZbYzZYfUZKGy73jy,305773,4
105,Undecided (feat. Neneh Cherry) - Deep Radio Mix,Youssou N'Dour,1994-05-16,False,spotify:track:1FIXRQ8hG47XslrSMBSkoh,29,miguel.1962.mas,https://open.spotify.com/track/1FIXRQ8hG47XslrSMBSkoh,77zlytAFjPFjUKda8TNIDY,0.672,0.674,11,-10.878,0,0.0805,0.135,0.000252,0.168,0.55,76.909,audio_features,1FIXRQ8hG47XslrSMBSkoh,spotify:track:1FIXRQ8hG47XslrSMBSkoh,https://api.spotify.com/v1/tracks/1FIXRQ8hG47XslrSMBSkoh,https://api.spotify.com/v1/audio-analysis/1FIXRQ8hG47XslrSMBSkoh,233627,4
105,Undecided (feat. Neneh Cherry) - Deep Radio Mix,Youssou N'Dour,1994-05-16,False,spotify:track:1FIXRQ8hG47XslrSMBSkoh,29,miguel.1962.mas,https://open.spotify.com/track/1FIXRQ8hG47XslrSMBSkoh,3JxCEqL9zjKnDJgUhRuRJD,0.672,0.674,11,-10.878,0,0.0805,0.135,0.000252,0.168,0.55,76.909,audio_features,1FIXRQ8hG47XslrSMBSkoh,spotify:track:1FIXRQ8hG47XslrSMBSkoh,https://api.spotify.com/v1/tracks/1FIXRQ8hG47XslrSMBSkoh,https://api.spotify.com/v1/audio-analysis/1FIXRQ8hG47XslrSMBSkoh,233627,4
105,Undecided (feat. Neneh Cherry) - Deep Radio Mix,Neneh Cherry,1994-05-16,False,spotify:track:1FIXRQ8hG47XslrSMBSkoh,29,miguel.1962.mas,https://open.spotify.com/track/1FIXRQ8hG47XslrSMBSkoh,77zlytAFjPFjUKda8TNIDY,0.672,0.674,11,-10.878,0,0.0805,0.135,0.000252,0.168,0.55,76.909,audio_features,1FIXRQ8hG47XslrSMBSkoh,spotify:track:1FIXRQ8hG47XslrSMBSkoh,https://api.spotify.com/v1/tracks/1FIXRQ8hG47XslrSMBSkoh,https://api.spotify.com/v1/audio-analysis/1FIXRQ8hG47XslrSMBSkoh,233627,4
105,Undecided (feat. Neneh Cherry) - Deep Radio Mix,Neneh Cherry,1994-05-16,False,spotify:track:1FIXRQ8hG47XslrSMBSkoh,29,miguel.1962.mas,https://open.spotify.com/track/1FIXRQ8hG47XslrSMBSkoh,3JxCEqL9zjKnDJgUhRuRJD,0.672,0.674,11,-10.878,0,0.0805,0.135,0.000252,0.168,0.55,76.909,audio_features,1FIXRQ8hG47XslrSMBSkoh,spotify:track:1FIXRQ8hG47XslrSMBSkoh,https://api.spotify.com/v1/tracks/1FIXRQ8hG47XslrSMBSkoh,https://api.spotify.com/v1/audio-analysis/1FIXRQ8hG47XslrSMBSkoh,233627,4
106,Shape Of My Heart,Sting,1993-03-09,False,spotify:track:5TrvGxuqaYKsF7C0NfrLrY,0,miguel.1962.mas,https://open.spotify.com/track/5TrvGxuqaYKsF7C0NfrLrY,0Ty63ceoRnnJKVEYP0VQpk,0.524,0.31,6,-12.929,0,0.0333,0.722,0.000765,0.0729,0.289,83.931,audio_features,5TrvGxuqaYKsF7C0NfrLrY,spotify:track:5TrvGxuqaYKsF7C0NfrLrY,https://api.spotify.com/v1/tracks/5TrvGxuqaYKsF7C0NfrLrY,https://api.spotify.com/v1/audio-analysis/5TrvGxuqaYKsF7C0NfrLrY,278933,4
107,Walking Away,Craig David,2000-08-14,False,spotify:track:7pXYV6TClH9E8iwrXPp7y2,0,miguel.1962.mas,https://open.spotify.com/track/7pXYV6TClH9E8iwrXPp7y2,2JyWXPbkqI5ZJa3gwqVa0c,0.603,0.773,9,-6.324,0,0.0358,0.155,0.0,0.123,0.811,86.407,audio_features,7pXYV6TClH9E8iwrXPp7y2,spotify:track:7pXYV6TClH9E8iwrXPp7y2,https://api.spotify.com/v1/tracks/7pXYV6TClH9E8iwrXPp7y2,https://api.spotify.com/v1/audio-analysis/7pXYV6TClH9E8iwrXPp7y2,202813,4
108,Simply Falling,Iyeoka,2010-11-09,False,spotify:track:4yDMdRHPvEn4TLQhr43KDf,0,miguel.1962.mas,https://open.spotify.com/track/4yDMdRHPvEn4TLQhr43KDf,2gJiBZCUPgMDAqtqYtgJwA,0.776,0.493,11,-7.324,0,0.037,0.225,0.000229,0.0944,0.523,111.989,audio_features,4yDMdRHPvEn4TLQhr43KDf,spotify:track:4yDMdRHPvEn4TLQhr43KDf,https://api.spotify.com/v1/tracks/4yDMdRHPvEn4TLQhr43KDf,https://api.spotify.com/v1/audio-analysis/4yDMdRHPvEn4TLQhr43KDf,238720,4
109,Love Is A Losing Game,Amy Winehouse,2006-01-01,False,spotify:track:5EOWwimfDmSsjY00DbOwrk,0,miguel.1962.mas,https://open.spotify.com/track/5EOWwimfDmSsjY00DbOwrk,6Q192DXotxtaysaqNPy5yR,0.481,0.552,0,-5.965,1,0.0275,0.363,0.0115,0.173,0.527,164.812,audio_features,5EOWwimfDmSsjY00DbOwrk,spotify:track:5EOWwimfDmSsjY00DbOwrk,https://api.spotify.com/v1/tracks/5EOWwimfDmSsjY00DbOwrk,https://api.spotify.com/v1/audio-analysis/5EOWwimfDmSsjY00DbOwrk,154160,4
110,Somewhere Over The Rainbow_What A Wonderful World,Israel Kamakawiwo'ole,1993-11-01,False,spotify:track:25U7raB3ZSszayTYClh4hF,72,miguel.1962.mas,https://open.spotify.com/track/25U7raB3ZSszayTYClh4hF,4ogvuDRerGhZfSf7TtzHlr,0.663,0.168,0,-13.725,1,0.0448,0.928,5.68e-05,0.361,0.678,85.005,audio_features,25U7raB3ZSszayTYClh4hF,spotify:track:25U7raB3ZSszayTYClh4hF,https://api.spotify.com/v1/tracks/25U7raB3ZSszayTYClh4hF,https://api.spotify.com/v1/audio-analysis/25U7raB3ZSszayTYClh4hF,308027,4
111,Twist in My Sobriety,Tanita Tikaram,1988-09-12,False,spotify:track:6wWlaSxOrBizAcpqkuv1FJ,62,miguel.1962.mas,https://open.spotify.com/track/6wWlaSxOrBizAcpqkuv1FJ,2gTl60Ao3u7bljVnAqxPh8,0.775,0.562,10,-11.246,0,0.025,0.0655,0.153,0.0747,0.939,114.527,audio_features,6wWlaSxOrBizAcpqkuv1FJ,spotify:track:6wWlaSxOrBizAcpqkuv1FJ,https://api.spotify.com/v1/tracks/6wWlaSxOrBizAcpqkuv1FJ,https://api.spotify.com/v1/audio-analysis/6wWlaSxOrBizAcpqkuv1FJ,292080,4
112,I Think of You - E Penso a Te,Tanita Tikaram,1996,False,spotify:track:33NsBGXE8OQdYIvPhqk9cl,41,miguel.1962.mas,https://open.spotify.com/track/33NsBGXE8OQdYIvPhqk9cl,2gTl60Ao3u7bljVnAqxPh8,0.322,0.249,1,-11.432,1,0.0324,0.237,0.0,0.287,0.253,140.092,audio_features,33NsBGXE8OQdYIvPhqk9cl,spotify:track:33NsBGXE8OQdYIvPhqk9cl,https://api.spotify.com/v1/tracks/33NsBGXE8OQdYIvPhqk9cl,https://api.spotify.com/v1/audio-analysis/33NsBGXE8OQdYIvPhqk9cl,259093,4
113,Waiting So Long,Supertramp,1982-10-06,False,spotify:track:2Juhw9oauY1DChzjWIXXfJ,37,miguel.1962.mas,https://open.spotify.com/track/2Juhw9oauY1DChzjWIXXfJ,3JsMj0DEzyWc0VDlHuy9Bx,0.558,0.323,11,-8.632,0,0.0277,0.636,0.00257,0.314,0.327,109.431,audio_features,2Juhw9oauY1DChzjWIXXfJ,spotify:track:2Juhw9oauY1DChzjWIXXfJ,https://api.spotify.com/v1/tracks/2Juhw9oauY1DChzjWIXXfJ,https://api.spotify.com/v1/audio-analysis/2Juhw9oauY1DChzjWIXXfJ,394533,4
114,Big Log - 2006 Remaster,Robert Plant,1983,False,spotify:track:7257drAN3eTtaaUUPw95B3,60,miguel.1962.mas,https://open.spotify.com/track/7257drAN3eTtaaUUPw95B3,1OwarW4LEHnoep20ixRA0y,0.554,0.639,9,-7.163,0,0.0278,0.359,0.00274,0.205,0.644,180.638,audio_features,7257drAN3eTtaaUUPw95B3,spotify:track:7257drAN3eTtaaUUPw95B3,https://api.spotify.com/v1/tracks/7257drAN3eTtaaUUPw95B3,https://api.spotify.com/v1/audio-analysis/7257drAN3eTtaaUUPw95B3,304800,4
115,"Touch Me I'm Going To Scream, Pt. 2",My Morning Jacket,2008-06-10,False,spotify:track:5x4Tv2PICzkwkixYuSmbYX,51,miguel.1962.mas,https://open.spotify.com/track/5x4Tv2PICzkwkixYuSmbYX,43O3c6wewpzPKwVaGEEtBM,0.676,0.352,2,-10.239,0,0.0345,0.129,0.283,0.11,0.492,121.438,audio_features,5x4Tv2PICzkwkixYuSmbYX,spotify:track:5x4Tv2PICzkwkixYuSmbYX,https://api.spotify.com/v1/tracks/5x4Tv2PICzkwkixYuSmbYX,https://api.spotify.com/v1/audio-analysis/5x4Tv2PICzkwkixYuSmbYX,492267,4
116,Beautiful Days,Venus,2003-05-30,False,spotify:track:2UUICXCzvO1MPiOtenIP07,40,miguel.1962.mas,https://open.spotify.com/track/2UUICXCzvO1MPiOtenIP07,740RmvL1WrYBT3Ii8ZX5LO,0.481,0.863,10,-6.399,1,0.0286,0.0556,0.0589,0.0961,0.422,145.945,audio_features,2UUICXCzvO1MPiOtenIP07,spotify:track:2UUICXCzvO1MPiOtenIP07,https://api.spotify.com/v1/tracks/2UUICXCzvO1MPiOtenIP07,https://api.spotify.com/v1/audio-analysis/2UUICXCzvO1MPiOtenIP07,243360,4
117,I Love You,Woodkid,2013-01-01,False,spotify:track:0z39yzkwMNXYX2LYtEOpFW,55,miguel.1962.mas,https://open.spotify.com/track/0z39yzkwMNXYX2LYtEOpFW,44TGR1CzjKBxSHsSEy7bi9,0.542,0.814,5,-4.759,0,0.0386,0.0532,0.000481,0.0852,0.526,146.002,audio_features,0z39yzkwMNXYX2LYtEOpFW,spotify:track:0z39yzkwMNXYX2LYtEOpFW,https://api.spotify.com/v1/tracks/0z39yzkwMNXYX2LYtEOpFW,https://api.spotify.com/v1/audio-analysis/0z39yzkwMNXYX2LYtEOpFW,230160,4
118,Nights In White Satin - Single Version,The Moody Blues,2014-01-01,False,spotify:track:3D1Xnj2Q7oh7Vz3RH9fDvC,53,miguel.1962.mas,https://open.spotify.com/track/3D1Xnj2Q7oh7Vz3RH9fDvC,5BcZ22XONcRoLhTbZRuME1,0.21,0.346,4,-12.069,0,0.0299,0.252,0.336,0.247,0.22,79.026,audio_features,3D1Xnj2Q7oh7Vz3RH9fDvC,spotify:track:3D1Xnj2Q7oh7Vz3RH9fDvC,https://api.spotify.com/v1/tracks/3D1Xnj2Q7oh7Vz3RH9fDvC,https://api.spotify.com/v1/audio-analysis/3D1Xnj2Q7oh7Vz3RH9fDvC,265627,4
119,Only Because of You / Lord Is It Mine?,Roger Hodgson,2012-02-09,False,spotify:track:7Mi4eoTinkTwmT0pDQsPu6,33,miguel.1962.mas,https://open.spotify.com/track/7Mi4eoTinkTwmT0pDQsPu6,3lHXm91pKLq9Sxi6CoRKWu,0.315,0.283,9,-10.524,1,0.0332,0.925,0.000387,0.737,0.147,78.063,audio_features,7Mi4eoTinkTwmT0pDQsPu6,spotify:track:7Mi4eoTinkTwmT0pDQsPu6,https://api.spotify.com/v1/tracks/7Mi4eoTinkTwmT0pDQsPu6,https://api.spotify.com/v1/audio-analysis/7Mi4eoTinkTwmT0pDQsPu6,360387,4
120,Two of Us,Roger Hodgson,2012-02-09,False,spotify:track:29y4HkFDrPYuqA6QLxUoEL,39,miguel.1962.mas,https://open.spotify.com/track/29y4HkFDrPYuqA6QLxUoEL,3lHXm91pKLq9Sxi6CoRKWu,0.301,0.557,9,-8.862,1,0.0311,0.265,0.0,0.975,0.214,128.187,audio_features,29y4HkFDrPYuqA6QLxUoEL,spotify:track:29y4HkFDrPYuqA6QLxUoEL,https://api.spotify.com/v1/tracks/29y4HkFDrPYuqA6QLxUoEL,https://api.spotify.com/v1/audio-analysis/29y4HkFDrPYuqA6QLxUoEL,163411,4
121,Hide In Your Shell,Roger Hodgson,2012-02-09,False,spotify:track:7qWTWv9CBawHuNX3uC9DNl,29,miguel.1962.mas,https://open.spotify.com/track/7qWTWv9CBawHuNX3uC9DNl,3lHXm91pKLq9Sxi6CoRKWu,0.521,0.672,7,-6.183,0,0.0309,0.369,1.3e-05,0.954,0.384,116.512,audio_features,7qWTWv9CBawHuNX3uC9DNl,spotify:track:7qWTWv9CBawHuNX3uC9DNl,https://api.spotify.com/v1/tracks/7qWTWv9CBawHuNX3uC9DNl,https://api.spotify.com/v1/audio-analysis/7qWTWv9CBawHuNX3uC9DNl,419265,4
122,Jesus to a Child,George Michael,1996-05-13,False,spotify:track:2SzCxX6M6vDwdEwnHDiTaY,61,miguel.1962.mas,https://open.spotify.com/track/2SzCxX6M6vDwdEwnHDiTaY,19ra5tSw0tWufvUp8GotLo,0.534,0.415,1,-11.781,0,0.0278,0.314,0.000365,0.0847,0.188,173.561,audio_features,2SzCxX6M6vDwdEwnHDiTaY,spotify:track:2SzCxX6M6vDwdEwnHDiTaY,https://api.spotify.com/v1/tracks/2SzCxX6M6vDwdEwnHDiTaY,https://api.spotify.com/v1/audio-analysis/2SzCxX6M6vDwdEwnHDiTaY,411147,4
123,Chandelier,Sia,2014-07-04,False,spotify:track:4VrWlk8IQxevMvERoX08iC,82,miguel.1962.mas,https://open.spotify.com/track/4VrWlk8IQxevMvERoX08iC,5WUlDfRSoLAfcVSX1WnrxN,0.399,0.787,1,-2.88,1,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089,audio_features,4VrWlk8IQxevMvERoX08iC,spotify:track:4VrWlk8IQxevMvERoX08iC,https://api.spotify.com/v1/tracks/4VrWlk8IQxevMvERoX08iC,https://api.spotify.com/v1/audio-analysis/4VrWlk8IQxevMvERoX08iC,216120,5
124,You,Ten Sharp,1991,False,spotify:track:6lbme14HiDWYmGiw1I2Dv6,66,miguel.1962.mas,https://open.spotify.com/track/6lbme14HiDWYmGiw1I2Dv6,0ap24Mjt6qlze8v667KlaF,0.405,0.901,11,-7.905,0,0.0315,0.426,0.0185,0.188,0.666,174.041,audio_features,6lbme14HiDWYmGiw1I2Dv6,spotify:track:6lbme14HiDWYmGiw1I2Dv6,https://api.spotify.com/v1/tracks/6lbme14HiDWYmGiw1I2Dv6,https://api.spotify.com/v1/audio-analysis/6lbme14HiDWYmGiw1I2Dv6,272984,4
125,You Make Me Feel Brand New,Simply Red,2008,False,spotify:track:0tOVNFcqmsl6ARQOBGT1Xt,44,miguel.1962.mas,https://open.spotify.com/track/0tOVNFcqmsl6ARQOBGT1Xt,1fa0cOhromAZdq2xRA4vv8,0.413,0.417,6,-6.791,1,0.0268,0.67,0.000257,0.154,0.0876,80.314,audio_features,0tOVNFcqmsl6ARQOBGT1Xt,spotify:track:0tOVNFcqmsl6ARQOBGT1Xt,https://api.spotify.com/v1/tracks/0tOVNFcqmsl6ARQOBGT1Xt,https://api.spotify.com/v1/audio-analysis/0tOVNFcqmsl6ARQOBGT1Xt,305667,4
126,Don't Know What Came Over Me,Mike + The Mechanics,2017-04-07,False,spotify:track:1ZRdzgAOor2DbKNF3Qawhz,50,miguel.1962.mas,https://open.spotify.com/track/1ZRdzgAOor2DbKNF3Qawhz,2yTUYhIf8fxptTIy3KLuJD,0.613,0.804,8,-6.02,1,0.026,0.0437,0.00518,0.109,0.771,129.883,audio_features,1ZRdzgAOor2DbKNF3Qawhz,spotify:track:1ZRdzgAOor2DbKNF3Qawhz,https://api.spotify.com/v1/tracks/1ZRdzgAOor2DbKNF3Qawhz,https://api.spotify.com/v1/audio-analysis/1ZRdzgAOor2DbKNF3Qawhz,260120,4
127,"Just the Way It Is, Baby",The Rembrandts,2006-06-20,False,spotify:track:4AgtVP8QGgkqYbVeLJCWDz,50,miguel.1962.mas,https://open.spotify.com/track/4AgtVP8QGgkqYbVeLJCWDz,0gDg7FEsF4Y1jWddJJgcn4,0.794,0.613,3,-8.711,1,0.0295,0.329,2.67e-06,0.0764,0.823,110.738,audio_features,4AgtVP8QGgkqYbVeLJCWDz,spotify:track:4AgtVP8QGgkqYbVeLJCWDz,https://api.spotify.com/v1/tracks/4AgtVP8QGgkqYbVeLJCWDz,https://api.spotify.com/v1/audio-analysis/4AgtVP8QGgkqYbVeLJCWDz,243893,4
128,Runaway Train,Soul Asylum,1986,False,spotify:track:3Ib3SJV8ZXuLvDiDb2w1As,59,miguel.1962.mas,https://open.spotify.com/track/3Ib3SJV8ZXuLvDiDb2w1As,02da1vDJ2hWqfK7aJL6SJm,0.616,0.714,0,-7.02,1,0.0385,0.00481,0.0,0.133,0.53,117.422,audio_features,3Ib3SJV8ZXuLvDiDb2w1As,spotify:track:3Ib3SJV8ZXuLvDiDb2w1As,https://api.spotify.com/v1/tracks/3Ib3SJV8ZXuLvDiDb2w1As,https://api.spotify.com/v1/audio-analysis/3Ib3SJV8ZXuLvDiDb2w1As,266067,4
129,Hold On,Jamie Walters,1994-09-13,False,spotify:track:2kQLJexCx8wPTAqK0x0ijO,47,miguel.1962.mas,https://open.spotify.com/track/2kQLJexCx8wPTAqK0x0ijO,4JRaryUoRSFiZt04ReUD8N,0.571,0.553,0,-8.584,1,0.0279,0.0319,0.0,0.109,0.209,126.215,audio_features,2kQLJexCx8wPTAqK0x0ijO,spotify:track:2kQLJexCx8wPTAqK0x0ijO,https://api.spotify.com/v1/tracks/2kQLJexCx8wPTAqK0x0ijO,https://api.spotify.com/v1/audio-analysis/2kQLJexCx8wPTAqK0x0ijO,264560,4
130,Saturday Night,Suede,1996,False,spotify:track:5WrzuwvHGn9qa8qA7kXCi1,0,miguel.1962.mas,https://open.spotify.com/track/5WrzuwvHGn9qa8qA7kXCi1,6PHIK3kjWggLtVygsOtpqS,0.505,0.857,8,-6.368,1,0.0585,0.0574,7.43e-05,0.189,0.316,116.451,audio_features,5WrzuwvHGn9qa8qA7kXCi1,spotify:track:5WrzuwvHGn9qa8qA7kXCi1,https://api.spotify.com/v1/tracks/5WrzuwvHGn9qa8qA7kXCi1,https://api.spotify.com/v1/audio-analysis/5WrzuwvHGn9qa8qA7kXCi1,276040,4
131,Miracles - Radio Edit,Pet Shop Boys,2003,False,spotify:track:3FvCZsQjp99ySoxb7TZWtY,22,miguel.1962.mas,https://open.spotify.com/track/3FvCZsQjp99ySoxb7TZWtY,2ycnb8Er79LoH2AsR5ldjh,0.435,0.889,2,-7.002,0,0.0703,0.00637,2.28e-05,0.0893,0.144,115.853,audio_features,3FvCZsQjp99ySoxb7TZWtY,spotify:track:3FvCZsQjp99ySoxb7TZWtY,https://api.spotify.com/v1/tracks/3FvCZsQjp99ySoxb7TZWtY,https://api.spotify.com/v1/audio-analysis/3FvCZsQjp99ySoxb7TZWtY,235453,4
132,Rent - 2003 Remaster,Pet Shop Boys,2003,False,spotify:track:2QH9jxQHVgPnnlyLFMFc5G,24,miguel.1962.mas,https://open.spotify.com/track/2QH9jxQHVgPnnlyLFMFc5G,2ycnb8Er79LoH2AsR5ldjh,0.7,0.657,9,-7.794,0,0.0297,0.465,0.0761,0.32,0.79,135.152,audio_features,2QH9jxQHVgPnnlyLFMFc5G,spotify:track:2QH9jxQHVgPnnlyLFMFc5G,https://api.spotify.com/v1/tracks/2QH9jxQHVgPnnlyLFMFc5G,https://api.spotify.com/v1/audio-analysis/2QH9jxQHVgPnnlyLFMFc5G,213480,4
133,Maneater - Extended Club Mix,Daryl Hall & John Oates,1977,False,spotify:track:1kTH8Ok1XWldpvIuzrCHFg,40,miguel.1962.mas,https://open.spotify.com/track/1kTH8Ok1XWldpvIuzrCHFg,77tT1kLj6mCWtFNqiOmP9H,0.602,0.673,11,-7.73,0,0.0849,0.00206,0.000147,0.0892,0.878,177.321,audio_features,1kTH8Ok1XWldpvIuzrCHFg,spotify:track:1kTH8Ok1XWldpvIuzrCHFg,https://api.spotify.com/v1/tracks/1kTH8Ok1XWldpvIuzrCHFg,https://api.spotify.com/v1/audio-analysis/1kTH8Ok1XWldpvIuzrCHFg,358627,4
134,Left Outside Alone,Anastacia,2004,False,spotify:track:3xl7PsO7Hzuig6To9FgDm6,67,miguel.1962.mas,https://open.spotify.com/track/3xl7PsO7Hzuig6To9FgDm6,2siHvYaxjaW5rKVRiIrMYH,0.663,0.746,2,-3.567,0,0.0321,0.0697,0.0,0.0929,0.325,102.847,audio_features,3xl7PsO7Hzuig6To9FgDm6,spotify:track:3xl7PsO7Hzuig6To9FgDm6,https://api.spotify.com/v1/tracks/3xl7PsO7Hzuig6To9FgDm6,https://api.spotify.com/v1/audio-analysis/3xl7PsO7Hzuig6To9FgDm6,257427,4
135,Lace,MOVEMENT,2015-11-27,False,spotify:track:0ESq1Um6re0cO8cvZHK96H,42,miguel.1962.mas,https://open.spotify.com/track/0ESq1Um6re0cO8cvZHK96H,3x7BaW5q1SDNv6bVrbOCmX,0.381,0.297,5,-10.926,0,0.0335,0.838,0.13,0.204,0.138,84.989,audio_features,0ESq1Um6re0cO8cvZHK96H,spotify:track:0ESq1Um6re0cO8cvZHK96H,https://api.spotify.com/v1/tracks/0ESq1Um6re0cO8cvZHK96H,https://api.spotify.com/v1/audio-analysis/0ESq1Um6re0cO8cvZHK96H,274291,4
136,Mother Love - 2011 Remaster,Queen,1995-11-06,False,spotify:track:29SeoUf6YJS4KeTge4wZR7,32,miguel.1962.mas,https://open.spotify.com/track/29SeoUf6YJS4KeTge4wZR7,1dfeR4HaWDbWqFHLkxsg1d,0.55,0.412,7,-7.862,0,0.0269,0.226,0.000525,0.411,0.232,91.974,audio_features,29SeoUf6YJS4KeTge4wZR7,spotify:track:29SeoUf6YJS4KeTge4wZR7,https://api.spotify.com/v1/tracks/29SeoUf6YJS4KeTge4wZR7,https://api.spotify.com/v1/audio-analysis/29SeoUf6YJS4KeTge4wZR7,286173,4
