,artist_name,album_name,release_date,total_tracks
6,Jerry Lee Lewis,The Sun Records Sound Of Jerry Lee Lewis (30 Country Classics),2020-11-27,30
8,Jerry Lee Lewis,Rock & Roll Time,2014-10-27,11
9,Jerry Lee Lewis,Jerry Lee Lewis: The Knox Phillips Sessions: The Unreleased Recordings,2014-09-22,10
10,Jerry Lee Lewis,The Essential Jerry Lee Lewis [The Sun Sessions],2013-05-10,40
11,Jerry Lee Lewis,The Killer Live - 1964 To 1970,2012-01-01,60
12,Jerry Lee Lewis,Live At Third Man Records,2011,13
13,Jerry Lee Lewis,Fireball: The Collection,2010-01-01,41
14,Jerry Lee Lewis,Mean Old Man,2010-01-01,19
16,Jerry Lee Lewis,Mean Old Man (Deluxe Edition),2010-01-01,18
17,Jerry Lee Lewis,Mean Old Man (18 Track Int'L Version),2010-01-01,18
18,Carl Perkins,Saga All Stars: Great Balls Of Fire / Singles & Ep'S 1956-1957,2008-08-18,13
19,Jerry Lee Lewis,Rock N' Roll Legends,2008-01-01,15
0,Ritchie Valens,This Is Ritchie Valens,2021,20
1,Ritchie Valens,The Ritchie Valens Story,2004-09-14,19
2,Ritchie Valens,La Bamba & Other Hits,2004-04-06,10
3,Ritchie Valens,In Concert At Pacoima Jr. High,1960,12
4,Ritchie Valens,Ritchie,1959,11
5,Ritchie Valens,Ritchie Valens,1959,12
6,Angel de Leon,La Bamba,2021-07-09,1
7,Ritchie Valens,La Bamba Legend - Ritchie Valens,2011-03-08,15
8,Ritchie Valens,The Best Of Ritchie Valens,2006-01-24,16
9,Various Artists,80'S Party,2023-03-03,25
10,Various Artists,January Blues,2023-01-06,30
11,Various Artists,Oldies Hits,2022-11-25,25
12,Various Artists,American Diner - Jukebox Favourites,2022-11-11,99
13,Various Artists,It'S Coming Home!,2022-11-04,30
14,Various Artists,Big Main Character Energy,2022-09-23,48
15,Various Artists,Classic Oldies,2022-08-19,75
16,Various Artists,Feel Good Songs,2022-06-10,20
17,Various Artists,Rock'N'Roll,2022-01-21,45
19,Various Artists,Latinos Rebeldes,2021-11-26,25
0,Bill Haley & His Comets,All Time Greats,2019-11-15,40
1,Bill Haley & His Comets,Rock N' Roll Legends,2008-01-01,20
2,Bill Haley & His Comets,Saga All Stars: R-O-C-K / Selected Singles 1954-55,2007-08-20,16
3,Bill Haley & His Comets,For Dancers Only,2005-06-13,25
4,Bill Haley & His Comets,Universal Masters Collection,1999-12-27,17
5,Bill Haley & His Comets,Star Club,1999-01-01,28
6,Bill Haley & His Comets,From The Original Master Tapes,1985-01-01,20
7,Bill Haley & His Comets,R-O-C-K,1976-01-01,10
8,Bill Haley & His Comets,Just Rock & Roll Music,1973-01-01,12
9,Bill Haley & His Comets,Rock Around The Country,1971-01-01,12
10,Bill Haley & His Comets,Bill Haley'S Scrapbook,1970,13
11,Bill Haley & His Comets,Biggest Hits,1968-01-01,10
12,Bill Haley & His Comets,Bill Haley On Stage,1968-01-01,22
13,Bill Haley & His Comets,Bill Haley And His Comets,1963-01-01,12
14,Bill Haley & His Comets,Strictly Instrumental,1959-12-14,12
15,Bill Haley & His Comets,Bill Haley'S Chicks,1959-01-05,12
16,Bill Haley & His Comets,Rockin' The Joint,1959-01-05,12
17,Bill Haley & His Comets,Rock With Bill Haley & His Comets (Remaster From The Original Somerset Tapes),1958-01-01,12
19,Bill Haley & His Comets,"Rockin' The ""Oldies""!",1957-08-12,12
0,Creedence Clearwater Revival,Keep On Burnin' (Live 1971),2022-11-30,14
1,Creedence Clearwater Revival,"At The Royal Albert Hall (At The Royal Albert Hall / London, Uk / April 14, 1970)",2022-09-16,12
2,Creedence Clearwater Revival,Live At Woodstock,2019-08-02,11
3,Creedence Clearwater Revival,The Concert,1980-12,14
4,Creedence Clearwater Revival,Live In Europe,1973-10-16,14
5,Creedence Clearwater Revival,Mardi Gras,1972-04-11,10
6,Creedence Clearwater Revival,Pendulum,1970-12-07,10
7,Creedence Clearwater Revival,Pendulum (Expanded Edition),1970-12-07,13
9,Creedence Clearwater Revival,Cosmo'S Factory (Expanded Edition),1970-07-25,14
10,Creedence Clearwater Revival,Cosmo'S Factory,1970-07-24,11
11,Creedence Clearwater Revival,Willy And The Poor Boys,1969-11-03,10
12,Creedence Clearwater Revival,Willy And The Poor Boys (Expanded Edition),1969-11-02,13
13,Creedence Clearwater Revival,Green River (Remastered 1985),1969-08-03,9
14,Creedence Clearwater Revival,Green River (Expanded Edition),1969-08-03,14
15,Creedence Clearwater Revival,Bayou Country,1969-01-05,7
16,Creedence Clearwater Revival,Bayou Country (Expanded Edition),1969-01-05,11
18,Creedence Clearwater Revival,Creedence Clearwater Revival,1968-07-05,8
19,Creedence Clearwater Revival,Creedence Clearwater Revival (Expanded Edition),1968-07-05,12
0,The Zombies,Different Game,2023-03-31,10
2,The Zombies,Still Got That Hunger,2015-11-25,10
6,The Zombies,Live In The Uk,2013-04-28,10
7,The Zombies,"Live In Concert At Metropolis Studios, London (Feat. Colin Blunstone & Rod Argent)",2012-06-04,19
9,The Zombies,"Breathe Out, Breathe In",2011-07-22,10
12,The Zombies,New World (Deluxe),2009-08-01,15
13,The Zombies,Odessey & Oracle - 40Th Anniversary Concert (Live),2008-06-30,23
14,The Zombies,New World,2007-08-06,13
15,The Zombies,"The Original Studio Recordings, Vol. 1",2007-04-30,20
16,The Zombies,"The Original Studio Recordings, Vol. 2",2007-04-30,21
17,The Zombies,"The Original Studio Recordings, Vol. 3",2007-04-30,20
18,The Zombies,"The Original Studio Recordings, Vol. 4",2007-04-30,20
19,The Zombies,"The Original Studio Recordings, Vol. 5",2007-04-30,19
0,The Byrds,Jolly Roger - Live American Radio Broadcast,2021-11-19,15
1,The Byrds,Solid Gold Byrds,2021-01-20,14
2,The Byrds,A Fire In The Sun (Live Boston 1969),2021-01-19,28
3,The Byrds,Callin' Me Home (Live 1968),2020-04-30,10
4,The Byrds,Dr. Byrds & Mr. Hyde,2020-01-01,15
5,The Byrds,Ballad Of Easy Rider,2020-01-01,18
6,The Byrds,Sweetheart Of The Rodeo,2019-09-27,19
7,The Byrds,Fifth Dimension,2019-09-20,17
8,The Byrds,Turn! Turn! Turn!,2019-09-20,18
9,The Byrds,Mr. Tambourine Man,2019-09-20,18
10,The Byrds,Some Standing Alone (Live 1970),2019-06-17,25
11,The Byrds,Live At Royal Albert Hall 1971,2008-05-27,19
12,The Byrds,Preflyte,2006-02-21,11
13,The Byrds,Preflyte Sessions,2001-12-01,40
14,The Byrds,The Byrds,1973-03-07,11
15,The Byrds,Farther Along,1971-11-17,14
17,The Byrds,Byrdmaniax,1971-06-23,14
19,The Byrds,(Untitled) /(Unissued),1970-09-14,30
0,The Drifters,10 Hits Of The Drifters,2023-03-17,10
1,The Drifters,Hits Of The Drifters,2023-03-17,10
2,The Drifters,"Essential Classics, Vol. 6: The Drifters",2023-03-10,20
3,The Drifters,The Drifters Ultimate Collection,2023-02-23,16
4,The Coasters,"Three Of A Kind: The Coasters, The Shirelles, The Drifters",2023-01-27,36
5,The Drifters,The Drifters Song Book,2022-11-09,52
6,The Drifters,This Magic Moment,2022-10-28,10
7,The Drifters,20 Hits Of The Drifters,2022-10-14,20
8,The Drifters,Spotlight On The Drifters,2022-06-20,20
9,Gene Chandler,Two Of A Kind: Gene Chandler & The Drifters,2022-05-19,24
10,The Coasters,Two Of A Kind: The Coasters & The Drifters,2022-05-19,24
11,The Drifters,The Original Drifters,2022-03-15,25
12,The Drifters,"Remastered Classics, Vol. 205, The Drifters",2022-03-04,24
13,The Drifters,25 Love Letters,2022-02-17,25
14,The Drifters,We Gotta Sing! The Soul Years 1962-71,2021-11-26,76
15,The Drifters,Under The Boardwalk,2021-08-18,20
16,The Drifters,Magical Moments,2020-10-09,20
17,The Drifters,Save The Last Dance For Me,2020-10-05,28
18,The Drifters,American Portraits: The Drifters,2020-07-10,10
0,Frankie Valli & The Four Seasons,"Four Seasons, Six Decades",2022-06-24,60
1,Frankie Valli & The Four Seasons,Working My Way Back To You - 2019 Japan Edition,2019-09-02,42
2,Frankie Valli & The Four Seasons,Hope + Glory,1992-09-14,12
4,Frankie Valli & The Four Seasons,Streetfighter,1985-08-15,8
5,Frankie Valli & The Four Seasons,The Four Seasons' Christmas Album,1983-08-16,13
6,Frankie Valli & The Four Seasons,Reunited Live,1981,15
7,Frankie Valli & The Four Seasons,Helicon,1977,9
8,Frankie Valli & The Four Seasons,Who Loves You,1975,8
9,Frankie Valli & The Four Seasons,Chameleon,1972-05-01,9
10,Frankie Valli & The Four Seasons,Half & Half,1970,10
11,Frankie Valli & The Four Seasons,The Genuine Imitation Life Gazette,1969,10
12,Frankie Valli & The Four Seasons,New Gold Hits,1967-05-01,10
13,Frankie Valli & The Four Seasons,Sing Big Hits By Burt Bacharach...Hal David...Bob Dylan,1965-11-15,12
14,Frankie Valli & The Four Seasons,On Stage With The 4 Seasons,1965,11
15,Frankie Valli & The Four Seasons,The 4 Seasons Entertain You,1965,12
16,Frankie Valli & The Four Seasons,Working My Way Back To You,1965,12
17,Frankie Valli & The Four Seasons,Rag Doll,1964-07-01,12
18,Frankie Valli & The Four Seasons,Dawn (Go Away) And 11 Other Hits,1964-03-01,12
19,Frankie Valli & The Four Seasons,Born To Wander,1964,12
0,The Kinks,The Journey - Pt. 1,2023-03-24,36
2,The Kinks,Everybody'S In Show-Biz (Deluxe) [2022 Remaster],2022-09-16,23
3,The Kinks,Everybody'S In Show-Biz (Deluxe;2022 Remaster),2022-09-16,23
4,The Kinks,Muswell Hillbillies [Deluxe (2022 Remaster)],2022-09-09,15
5,The Kinks,Solid Gold Kinks,2020-11-15,24
6,The Kinks,Arthur Or The Decline And Fall Of The British Empire (Deluxe),2019-10-25,20
8,The Kinks,The Kinks Are The Village Green Preservation Society,2018-10-26,60
9,The Kinks,"Lola Versus Powerman And The Moneygoround, Pt. One + Percy (Super Deluxe)",2014-10-20,43
10,The Kinks,"Lola Vs. Powerman And The Moneygoround, Pt. One + Percy (Super Deluxe)",2014-10-20,43
11,The Kinks,At The Bbc,2012-08-13,54
12,The Kinks,Picture Book,2008-12-08,138
13,The Kinks,Phobia,1993-04-12,16
14,The Kinks,Think Visual,1986-11-17,11
15,The Kinks,Word Of Mouth,1984-11-19,11
17,The Kinks,State Of Confusion,1983-05-24,10
19,The Kinks,Give The People What They Want,1981-08-15,11
0,The Crickets,10 Hits Of The Crickets,2023-04-14,10
1,The Big Bopper,Two Of A Kind: The Big Bopper & The Crickets,2022-04-25,24
2,The Crickets,"Remastered Classics, Vol. 205, The Crickets",2022-03-04,27
3,The Crickets,Great Balls Of Fire,2021-08-18,12
4,The Crickets,"A Long, Long Way From Lubbock",2021-06-14,51
5,The Crickets,The Crickets And Their Buddies,2021-05-07,15
6,The Crickets,Rave On With The Crickets!,2021-03-12,25
7,The Crickets,Sound Of The Crickets,2020-10-09,18
8,The Crickets,Anthology: The Deluxe Collection (Remastered),2020-09-11,46
9,The Crickets,Good Rockin' Tonight With The Crickets,2020-08-12,24
10,The Crickets,Oh Boy,2019-07-09,18
11,The Crickets,Too Much Monday Morning,2018-07-19,14
12,The Crickets,The Crickets,2017-10-02,19
13,The Crickets,"Something Old, Somethiny New, Something Blue, Somethin' Else!!!!",2015-12-11,12
14,Mike Berry,About Time Too!,2015-01-19,18
15,The Crickets,Double Exposure,2015-01-19,22
16,The Crickets,Back In Style,2014-09-10,15
17,The Crickets,I Fought The Law,2011-05-13,30
18,The Crickets,In Style With The Crickets,2011-01-01,12
19,The Crickets,Rockin' 50'S Rock 'N' Roll,2009-08-04,9
0,The Everly Brothers,Hey Doll Baby,2022-06-17,17
1,The Everly Brothers,Down In The Bottom: The Country Rock Sessions 1966 - 1968,2020-05-08,58
2,The Everly Brothers,All I Have To Do Is Dream,2019-07-12,40
3,The Everly Brothers,Songs Of,2016-02-05,36
4,The Everly Brothers,Some Hearts,1988-11-04,10
5,The Everly Brothers,Born Yesterday,1985-03-17,12
6,The Everly Brothers,On The Wings Of A Nightingale: The Complete Mercury Studio Recordings (1984 - 1988),1984-08-02,34
7,The Everly Brothers,Eb 84,1984-05-05,10
8,The Everly Brothers,"They'Re Off And Rolling, Says Archie",1982,11
9,The Everly Brothers,The New Album,1977,14
10,The Everly Brothers,Pass The Chicken & Listen,1973,12
11,The Everly Brothers,Stories We Could Tell,1972-07-26,12
12,The Everly Brothers,The Everly Brothers Show,1970,18
13,The Everly Brothers,Roots,1968,13
14,The Everly Brothers,The Everly Brothers Sing,1967-07,12
15,The Everly Brothers,The Hit Sound Of The Everly Brothers,1967-02,12
16,The Everly Brothers,Two Yanks In England,1966-07,12
17,The Everly Brothers,In Our Image,1966-01,12
18,The Everly Brothers,Beat 'N' Soul,1965-08,12
19,The Everly Brothers,Rock 'N Soul,1965-03,12
0,Chuck Berry,Chuck Berry - Mr. Rock 'N' Roll (Biografie),2022-10-21,15
1,Chuck Berry,Live From Blueberry Hill,2021-12-17,10
2,Chuck Berry,Toronto Rock 'N' Roll Revival 1969,2021-03-26,15
3,Chuck Berry,Oh Yeah! Live In Detroit,2017-12-22,12
4,Chuck Berry,Chuck,2017-06-09,10
7,Chuck Berry,"Newport Jazz Festival 1958, Vol Iii: Blues In The Night, No. 1 (Remastered Live)",1992-10-08,19
8,Chuck Berry,Rockin' N Rollin' The New Year,1988,18
9,Chuck Berry,Hail! Hail! Rock 'N' Roll,1987-01-01,13
10,Chuck Berry,Rock 'N' Roll Rarities,1986-01-01,20
11,Chuck Berry,Rockit,1979-01-01,10
12,Chuck Berry,Chuck Berry,1975-01-01,20
13,Chuck Berry,Bio,1973-01-01,7
14,Chuck Berry,The London Chuck Berry Sessions,1972-10-01,8
15,Chuck Berry,"Chuck Berry With Rocking Horse: Live At The Bbc Theatre, 29 March 1972",1972-03-29,19
16,Chuck Berry,San Francisco Dues,1971-01-01,10
17,Chuck Berry,Back Home,1970-01-01,9
18,Chuck Berry,Concerto In B Goode,1968-01-01,5
19,Chuck Berry,From St. Louie To Frisco,1968-01-01,16
0,Frankie Valli,At His Best,2022-02-07,15
1,Frankie Valli,A Touch Of Jazz,2021-06-25,9
2,Frankie Valli,Stay!,2021-03-19,12
3,Frankie Valli,Teardrops & Lost Lullabies,2021-01-22,24
4,Frankie Valli,Anthology: His Early Years (Remastered),2020-07-17,40
5,Frankie Valli,I Go Ape,2019-07-16,34
6,Frankie Valli,Time Will Tell,2018-12-03,30
7,Frankie Valli,Shake A Hand,2018,20
8,Frankie Valli,Joy Ride,2018,18
9,Frankie Valli,Classics By Frankie Valli,2017-03-11,39
10,Frankie Valli,'Tis The Seasons,2016-10-14,13
11,Frankie Valli,Selected Solo Works,2014-06-27,76
12,Frankie Valli,Romancing The '60S,2007-01-01,13
13,Frankie Valli,The Essential Frankie Valli Vol 1,2000-01-01,20
14,Frankie Valli,The Essential Frankie Valli Vol 2,2000-01-01,20
15,Frankie Valli,Heaven Above Me,1980,7
16,Frankie Valli,Frankie Valli...Is The Word,1978,10
17,Frankie Valli,Lady Put The Light Out,1977,10
18,Frankie Valli,Valli,1976,10
19,Frankie Valli,Inside You,1975-01-01,9
0,The Doors,Spirits (Live 1972),2022-05-11,9
1,The Doors,L.A. Woman (50Th Anniversary Deluxe Edition),2021-12-03,29
2,The Doors,Morrison Hotel (50Th Anniversary Deluxe Edition),2020-10-09,30
3,The Doors,The Soft Parade (50Th Anniversary Deluxe Edition),2019-11-01,25
4,The Doors,Waiting For The Sun (50Th Anniversary Deluxe Edition),2018-09-14,25
5,The Doors,Live At The Isle Of Wight Festival 1970,2018-02-23,8
6,The Doors,Strange Days (50Th Anniversary Expanded Edition) [2017 Remaster],2017-11-17,20
7,The Doors,The Doors (50Th Anniversary Deluxe Edition),2017-03-31,30
8,The Doors,London Fog 1966 (Live),2016-12-16,9
9,The Doors,American Nights - In Concert,1991-05-17,31
10,The Doors,The Doors (Original Soundtrack Recording),1991-01-01,12
11,The Doors,An American Prayer,1978,23
12,The Doors,Full Circle,1972-07-17,9
13,The Doors,Other Voices,1971-10-18,8
14,The Doors,L.A. Woman,1971-04-19,10
15,The Doors,Absolutely Live,1970-07-20,21
16,The Doors,Morrison Hotel,1970-02-09,11
17,The Doors,The Soft Parade,1969-07-21,9
19,The Doors,Shot To Pieces,1969,13
0,The Platters,History,2020-05-23,13
1,The Platters,All Time Greats,2019-11-15,40
2,The Platters,The Platters - Only You (And You Alone),2019-09-05,26
3,The Platters,22 Gold,2005,22
4,The Platters,22 Greats,2005,22
5,The Platters,The Great Pretender & Other Classics,2005,20
6,The Platters,The Platters,2005,12
7,The Platters,I Get The Sweetest Feeling,2005,10
8,The Platters,Going Back To Detroit,2005,10
9,The Platters,Have The Magic Touch,2005,11
10,The Platters,The Platters Have The Magic Touch,1966,11
11,The Platters,I Love You 1000 Times,1966,11
12,The Platters,The New Soul Of The Platters - Campus Style,1964-11-15,12
13,The Platters,Platters 10Th Anniversary Album,1964-10-15,10
14,The Platters,The Platters Sing Latino,1963-06-04,12
15,The Platters,The Platters Sing Of Your Moonlight Memories,1963-03-13,12
16,The Platters,Christmas With The Platters,1963,13
17,The Platters,Jingle Bell Rock: The Christmas Collection,1963,13
18,The Platters,All Time Movie Hits,1962-12-13,12
19,The Platters,Song For The Lonely,1962-04-12,12
0,Frank Sinatra,Collected,2022-10-21,74
1,Frank Sinatra,ビッグ・アーティスト・ライブラリー・ジャズ フランク・シナトラ,2022-06-16,14
2,Frank Sinatra,Watertown (Deluxe Edition / 2022 Mix),2022-06-03,18
3,Frank Sinatra,Frank Sinatra - New Mono-To-Stereo Mixes,2022-03-22,26
4,Frank Sinatra,My Songs,2021-09-24,15
5,Frank Sinatra,Reprise Rarities (Vol. 5),2021-09-24,14
6,Frank Sinatra,Reprise Rarities (Vol. 4),2021-08-06,15
7,Frank Sinatra,Classic Songs,2021-08-02,20
8,Frank Sinatra,Reprise Rarities (Vol. 3),2021-05-07,15
9,Frank Sinatra,ビック・アーティスト・アルバム フランク・シナトラ,2021-03-31,14
10,Frank Sinatra,Reprise Rarities (Vol. 2),2021-02-05,13
11,Frank Sinatra,Reprise Rarities (Vol. 1),2020-12-11,13
12,Frank Sinatra,Let It Snow! Let It Snow! Let It Snow!,2020-12-04,18
13,Frank Sinatra,ベスト・アーティスト・コレクション・フランク・シナトラ,2020-11-10,12
14,Frank Sinatra,Simply ... Blue Eyes! (The 2020 Remasters),2020-06-05,72
15,Frank Sinatra,Sinatra Sings Alan & Marilyn Bergman,2019-10-11,13
16,Frank Sinatra,I'Ve Got You Under My Skin,2019-04-19,20
17,Frank Sinatra,シナトラ・イン・ジャパン (ライヴ・アット・ザ・武道館1985),2018-05-23,27
18,Frank Sinatra,Standing Room Only,2018-05-04,57
19,Frank Sinatra,Baby Blue Eyes,2017-05-12,20
0,Count Basie,Late Night Basie,2023-04-07,7
1,Count Basie,"Live At Fabrik Hamburg 1981, Vol. 1",2023-03-24,7
2,Count Basie,Come On Home (Live Munich '68),2023-02-14,8
3,Count Basie,Classics From The Master Tapes (Audiophile Edition),2022-05-02,40
4,Count Basie,Count Basie And His Orchestra,2021-05-25,14
5,The Mills Brothers,Lee Gotch'S Ivy Barflies,2021-05-24,11
6,Count Basie,This Is Count Basie,2021,20
7,Count Basie,カウント・ベイシー,2020-10-16,14
8,Count Basie,Dance Sessions,2020-03-31,20
9,Count Basie,Joe Willims Sings - Count Basie Plays And Swings,2020-03-31,21
10,Count Basie Orchestra,"All That Jazz, Vol. 118: Basie'S Broadcast From Berlin (2019 Remaster)",2019-06-28,18
11,Count Basie,"Milestones Of A Jazz Legend - Meets The Vocalists, Vol. 1",2019-05-03,22
13,Count Basie,"Milestones Of A Jazz Legend - Meets The Vocalists, Vol. 10",2019-05-03,21
15,Count Basie,"Milestones Of A Jazz Legend - Meets The Vocalists, Vol. 2",2019-05-03,19
17,Count Basie,"Milestones Of A Jazz Legend - Meets The Vocalists, Vol. 3",2019-05-03,21
19,Count Basie,"Milestones Of A Jazz Legend - Meets The Vocalists, Vol. 4",2019-05-03,20
0,Nancy Sinatra,Nancy & Lee Again,2023-03-24,12
1,Nancy Sinatra,Nancy & Lee,2022-05-20,13
2,Nancy Sinatra,Boots,2021-09-17,13
3,Nancy Sinatra,Start Walkin' 1965-1976,2021-02-05,23
4,Nancy Sinatra,Nancy Sinatra And Friends,2019-01-01,16
5,Nancy Sinatra,Shifting Gears,2013-12-03,15
6,Nancy Sinatra,Cherry Smiles - The Rare Singles,2009-09-22,14
7,Nancy Sinatra,Nancy In London,2006-04-25,15
8,Nancy Sinatra,Sugar,2006-04-25,15
9,Nancy Sinatra,Bubblegum Girl Volume 2,2005-12-19,12
10,Nancy Sinatra,Bubblegum Girl Volume 1,2005-12-14,13
11,Lee Hazlewood,Nancy & Lee 3,2004-05-24,14
12,Nancy Sinatra,California Girl,2002,15
13,Nancy Sinatra,How Does It Feel?,1999-03-16,12
14,Nancy Sinatra,Sheet Music,1998-06-09,21
15,Nancy Sinatra,"Country, My Way",1996-01-01,14
16,Nancy Sinatra,Movin' With Nancy,1996-01-01,15
17,Nancy Sinatra,Nancy,1996-01-01,16
18,Nancy Sinatra,One More Time,1995-04-11,13
19,Nancy Sinatra,Nancy & Lee Again (2009 Remaster),1972-01-01,10
0,The Shirelles,10 Hits Of The Shirelles,2023-04-14,10
1,The Coasters,"Three Of A Kind: The Coasters, The Shirelles, The Drifters",2023-01-27,36
2,The Shirelles,Mama Said (Original Scepter Records Recordings),2022-07-13,21
3,The Shirelles,Will You Still Love Me Tomorrow,2022-03-04,21
4,The Shirelles,Baby It'S You,2021-08-18,14
5,The Shirelles,The Classic Years,2021-07-01,50
6,The Shirelles,Dedicated To The One I Love (Remastered),2020-08-21,12
7,The Shirelles,Will You Still Love Me Tomorrow (Remastered),2020-08-14,12
8,The Shirelles,28 Big Ones,2015,28
9,The Shirelles,Mama Said & More Hits From The Shirelles,2015,8
10,The Shirelles,Will You Love Me Tomorrow & More Hits From The Shirelles,2015,8
11,The Shirelles,Will You Still Love Me Tomorrow (Remastered 2023),2013-01-10,8
12,The Shirelles,Because I Said So (Music From And Inspired By The Motion Picture),2010-07-27,12
13,The Shirelles,Super Hits,2010,10
14,The Shirelles,Sing The Golden Oldies,2005,12
16,The Shirelles,Remember When,2005,30
17,The Shirelles,Spontaneous Combustion,2005,11
18,The Shirelles,Foolish Little Girl,2005,12
19,The Shirelles,"It'S A Mad, Mad, Mad, Mad World",2005,11
0,The Beatles,Revolver (Super Deluxe),2022-10-28,63
1,The Beatles,Get Back (Rooftop Performance),2022-01-28,10
2,The Beatles,Let It Be (Super Deluxe),2021-10-15,57
3,The Beatles,Abbey Road (Super Deluxe Edition),2019-09-27,40
4,The Beatles,The Beatles,2018-11-09,107
5,The Beatles,Live At The Hollywood Bowl,2016-09-09,17
6,The Beatles,Let It Be... Naked (Remastered),2014-01-01,11
7,The Beatles,Yellow Submarine Songtrack,2014-01-01,15
8,The Beatles,On Air - Live At The Bbc (Vol.2),2013-11-11,63
9,The Beatles,1 (Remastered),2000-11-13,27
10,The Beatles,Live At The Bbc (Remastered),1994-11-30,71
11,The Beatles,Let It Be (Remastered),1970-05-08,12
12,The Beatles,Abbey Road (Remastered),1969-09-26,17
13,The Beatles,Yellow Submarine (Remastered),1969-01-17,13
14,The Beatles,The Beatles (Remastered),1968-11-22,30
15,The Beatles,Magical Mystery Tour (Remastered),1967-11-27,11
16,The Beatles,Sgt. Pepper'S Lonely Hearts Club Band (Deluxe Edition),1967-06-01,31
18,The Beatles,Sgt. Pepper'S Lonely Hearts Club Band (Remastered),1967-06-01,13
19,The Beatles,Sgt. Pepper'S Lonely Hearts Club Band (Super Deluxe Edition),1967-05-26,65
0,Neil Sedaka,Neil Sedaka And The Tokens,2023-03-31,10
1,Neil Sedaka,A Song,2022-11-11,12
2,Neil Sedaka,All You Need Is The Music (The Elektra Years 1977-1981),2022-11-11,42
3,Neil Sedaka,Now,2022-11-11,10
4,Neil Sedaka,New York City Serenade (Live 1993),2020-10-22,14
5,Neil Sedaka,Sings His Original Country Songs,2018-11-14,12
6,Neil Sedaka,I Do It For Applause,2017-09-08,13
7,Neil Sedaka,I Belong To You,2017-03-08,20
9,Neil Sedaka,The Real Neil,2013-03-19,17
12,Neil Sedaka,The Show Goes On - Live At The Royal Albert Hall,2012-07-23,21
13,Neil Sedaka,"The Show Goes On (Live At The Royal Albert Hall, London/2006)",2012-01-01,21
14,Neil Sedaka,Neil Sedaka Sings: Little Devil And His Other Hits,2011-10-28,12
15,Neil Sedaka,The Many Sides Of Neil Sedaka,2011-10-28,12
16,Neil Sedaka,The Music Of My Life,2010-01-26,12
17,Neil Sedaka,Laughter In The Rain,2010-01-01,24
18,Neil Sedaka,Waking Up Is Hard To Do,2009-01-01,11
19,Neil Sedaka,The Miracle Of Christmas,2008-10-07,22
0,ザ・ドリフターズ,ベン・E.キング&ザ・ドリフターズ ベスト&グレイテスト・ヒッツ,2020-04-08,10
1,Ben E. King,Heart & Soul,2010-06-22,13
2,Ben E. King,Street Tough,1981-01-01,8
3,Ben E. King,Music Trance,1980-01-01,7
4,Ben E. King,Let Me Live In Your Life,1978,10
5,Average White Band,Benny & Us,1977,8
6,Average White Band,Benny And Us,1977,8
7,Average White Band,Benny And Us+2 (2019 Remaster),1977,10
8,Ben E. King,I Had A Love,1976-01-01,9
9,Ben E. King,Supernatural Thing,1975-01-01,10
10,Ben E. King,What Is Soul?,1967-03-08,12
11,Ben E. King,Spanish Harlem,1966,14
12,Ben E. King,Seven Letters,1965-04-05,12
13,Ben E. King,Young Boy Blues,1964-08-24,10
14,Ben E. King,Don'T Play That Song (Mono),1962-08-20,12
15,Ben E. King,Ben E. King Sings For Soulful Lovers,1962-02-13,12
16,Ben E. King,Don'T Play That Song,1962,12
18,Ben E. King,Stand By Me (Re-Recorded - Sped Up),2023-02-15,1
19,Ben E. King,Stand By Me,2022-08-26,1
0,Danny & The Juniors,Crazy Cave,2022-09-23,32
1,Danny & The Juniors,Crazy Twistin' Hop (Rockin' Rhymes Collection),2022-08-05,32
2,Danny & The Juniors,Boppin' At The Hop,2022-07-08,12
3,Danny & The Juniors,"Candy Cane, Sugary Plum",2021-09-02,19
4,Danny & The Juniors,Twistin' All Night Long,2021-03-19,15
5,Danny & The Juniors,Rock & Roll Is Here To Stay!,2020-11-05,15
6,Danny & The Juniors,Top 10 Hits,2020-10-28,10
7,Danny & The Juniors,Twisin' Usa,2020-07-25,29
8,Danny & The Juniors,Twistin' Usa,2020-07-25,29
9,Danny & The Juniors,Dancin' At The Hop,2020-06-29,19
10,Danny & The Juniors,Anthology: First Recordings (Remastered),2020-05-29,32
11,Danny & The Juniors,Let'S Go To The Hop,2019-07-09,19
12,Danny & The Juniors,Back To The Hop,2013-01-03,21
13,Danny & The Juniors,At The Hop - Twistin' All Night Long,2012-12-10,21
14,Danny & The Juniors,Looking Back...Danny And The Juniors,2011-11-08,14
15,Danny & The Juniors,We'Re Forever & Ever & Ever & Ever Yours (Feat. Joe Terry),2011-02-14,12
16,Danny & The Juniors,At The Hop,2008-10-21,32
17,Danny & The Juniors,For Cool Grandkids Everywhere,2001-07-01,15
18,Danny & The Juniors,Rockin' With Danny And The Juniors (Expanded Edition),1983-01-01,14
19,Danny & The Juniors,Presenting Danny & The Juniors,1957-03-31,37
0,Los Bravos,Orígenes (Remasterizado),2021-02-26,50
1,Los Bravos,Absolutely The Best,2017-02-17,13
2,Los Bravos,Midnight Storm,2006-01-10,16
3,Los Bravos,Ilustrisimos,1969,35
4,Los Bravos,Bring A Little Lovin',1968,12
5,Los Bravos,Dame Un Poco De Amor,1968,16
6,Los Bravos,Los Chicos Con Las Chicas,1967,19
7,Los Bravos,Los Bravos,1966,24
