,artist_name,album_name,release_date,total_tracks
14,Nacho Cano,Un Año Mas (En Directo / Sonorama Ribera 2019),2020-12-04,1
15,Nacho Cano,Barco A Venus (En Directo / Sonorama Ribera 2019),2020-11-13,1
16,Nacho Cano,La Fuerza Del Destino (En Directo / Sonorama Ribera 2019),2020-10-09,1
17,Nacho Cano,Vivimos Siempre Juntos (Kique 2015 House Remix) - Single,2015-11-02,1
18,Nacho Cano,Ha Nacido Un Gitano (Version Malu 2010),2009-12-08,1
19,Nacho Cano,Vivimos Siempre Juntos,2007-05-25,1
0,Mercedes Ferrer,Tiempo Real 2020,2020-02-21,14
1,Mercedes Ferrer,Carne Y Verso,2018-10-05,10
2,Mercedes Ferrer,Travesia,2009-06-16,10
3,Mercedes Ferrer,Intermedio 1986-2006,2006-05-08,18
4,Mercedes Ferrer,Tiempo Real,2003-09-09,10
5,Mercedes Ferrer,Generaciones,1996-12-26,13
6,Mercedes Ferrer,Tiempo Futuro,1994,11
7,Mercedes Ferrer,Iman,1991,12
8,Mercedes Ferrer,Tengo Todas Las Calles (Remasterizado 2021),1988,9
9,Mercedes Ferrer,Entre Mi Sombra Y Yo (Remasterizado 2021),1986,11
10,Mercedes Ferrer,Fieras Feroces,2023-04-21,5
11,Mercedes Ferrer,Supremacía Moral,2023-04-21,1
12,Mercedes Ferrer,Fuerza Distinta,2023-03-08,1
13,Mercedes Ferrer,Cuenta Vacía,2022-11-25,1
14,Mercedes Ferrer,Hacer Parecer,2022-10-14,1
15,Mercedes Ferrer,Vencer El Miedo,2020-04-17,3
16,Various Artists,Pioneras Y Riot Grrrls: Historia Del Rock Femenino,2020-09-18,30
17,Tontxu,Tontxu & Compañía,2019-01-11,12
18,Emilio Rua,Duetos,2018-09-17,16
19,Various Artists,El Mejor Pop Español De Los 90. Memory Park,2018-06-29,56
0,La Guardia,Por La Cara,2017-02-10,8
1,La Guardia,Buena Gente,2011-05-10,11
2,La Guardia,Lo Mejor De La Guardia Directo & Studio,2011-04-06,10
3,La Guardia,La Guardia. Spanish Rock Hits Live & Studio,2011-04-06,10
4,La Guardia,Tumbado Al Borde De La Luna,2010-03-15,10
5,La Guardia,25 Años No Es Nada,2008-01-01,12
6,La Guardia,Sobre Ruedas,2007-01-01,12
8,La Guardia,Mil Calles Llevan Hacia Tí (1983-2005),2005-01-01,17
9,La Guardia,Ahora!!!,2004-01-01,11
10,La Guardia,Noches Como Esta,2002-01-01,14
11,La Guardia,Canciones En El Equipaje 1988 - 1994,2000-09-01,20
12,La Guardia,2 En 1 - Vamonos - Cuando Brille El Sol,1999-01-04,20
13,La Guardia,Acento Del Sur,1994-06-29,10
14,La Guardia,Contra Reloj (Remasterizado),1993,11
15,La Guardia,Al Otro Lado,1991-06-22,10
16,La Guardia,Cuando Brille El Sol,1990-07-06,10
17,La Guardia,Vamonos,1988-07-27,10
18,La Guardia,Aunque El Infierno Se Congele,2023-02-17,1
19,La Guardia,Jingle Bell Rock,2020-12-11,1
0,Radio Futura,Esencial Radio Futura,2016-05-20,30
1,Radio Futura,Paisajes Electricos,2004-03-18,20
2,Radio Futura,Memoria Del Porvenir,1998-07-03,15
3,Radio Futura,Tierra Para Bailar,1992-03-13,8
4,Radio Futura,Veneno En La Piel,1990-03-20,10
5,Radio Futura,El Directo De Radio Futura-La Escuela De Calor,1989-03-06,11
7,Radio Futura,La Cancion De Juan Perro,1987-05-04,10
8,Radio Futura,La Canción De Juan Perro. Edición 25 Aniversario,1986,31
9,Radio Futura,De Un Pais En Llamas,1985-04-20,10
10,Radio Futura,La Ley Del Desierto,1984-04-20,12
11,Radio Futura,Caja De Canciones,1984,62
12,Radio Futura,Radio Futura 1984-1992,1984,76
13,Radio Futura,Radio Futura,1982-03-17,10
14,Radio Futura,Musica Moderna,1980,10
15,Radio Futura,Dance Vd./Tus Pasos,2013-07-19,2
16,Radio Futura,La Estatua Del Jardín Botánico/Rompeolas,2013-07-19,2
17,Radio Futura,Divina-Los Bailes De Marte,2013-07-05,1
18,Various Artists,Música Española De Los 80,2023-03-17,65
19,Various Artists,Música Española De Los 90,2023-03-17,58
0,Seguridad Social,La Encrucijada (Versión Deluxe),2019-03-08,14
1,Seguridad Social,La Encrucijada,2017-11-30,11
2,Seguridad Social,Seguridad Social - En Desconcierto,2015-02-17,2
3,Seguridad Social,Seguridad Social - Solo Para Locos,2015-02-17,10
4,Seguridad Social,Seguridad Social - Solo Para Locos - En Desconcierto,2015-02-17,12
5,Seguridad Social,30 Años Con Seguridad Social ... Por Siempre Jamás (En Vivo),2014-01-01,15
6,Seguridad Social,Por Siempre Jamás,2013-10-15,15
7,Seguridad Social,El Mundo Al Dia En 80 Vueltas,2011-06-21,10
8,Seguridad Social,Clasicos Del Futuro,2009-08-25,24
9,Seguridad Social,25 Años De Rock & Roll,2007-02-06,30
10,Seguridad Social,Puerto Escondido,2005-05-30,11
11,Seguridad Social,Otros Mares,2003-05-06,10
12,Seguridad Social,Va Por Ti,2000-06-12,12
13,Seguridad Social,Camino Vertical,1999-06-12,10
14,Seguridad Social,En La Boca Del Volcan,1997-06-12,14
15,Seguridad Social,Compromiso,1994-06-12,14
16,Seguridad Social,De Amor,1994-06-12,13
17,Seguridad Social,Furia Latina,1993,12
18,Seguridad Social,Que No Se Extinga La Llama!,1991-06-12,10
19,Seguridad Social,Introglicerina,1990-06-12,9
0,Ella Baila Sola,Colección Definitiva. 25 Aniversario,2021-06-11,20
1,Ella Baila Sola,Lo Echamos A Suertes,2005-04-08,20
2,Ella Baila Sola,Original Masters,2005-02-15,27
3,Ella Baila Sola,Marta Y Marilia,2001-02-13,12
5,Ella Baila Sola,E.B.S.,1998,15
6,Ella Baila Sola,Ella Baila Sola,1996,13
7,Ella Baila Sola,Imprescindibles,2022-02-18,5
8,Ella Baila Sola,Cuando Los Sapos Bailen Flamenco,2013-02-22,1
9,Ella Baila Sola,Cómo Repartimos Los Amigos,2013-02-22,1
11,Ella Baila Sola,Y Quisiera,2013-02-22,1
12,Ella Baila Sola,The Platinum Collection: Ella Baila Sola,2007-05-22,36
13,Ella Baila Sola,Grandes Éxitos: Ella Baila Sola,2005-03-11,15
14,Various Artists,Las 100 Mejores Baladas,2021-12-03,100
15,Various Artists,Los 90 España,2021-10-29,30
16,Various Artists,Iconos 90S,2021-09-10,30
17,Various Artists,Años 90S,2021-07-23,40
19,Various Artists,Soft Rock Latino,2021-05-21,25
0,Marta Sánchez,21 Días,2015-02-24,12
1,Marta Sánchez,Lo Mejor De Marta Sánchez,2013-01-01,14
2,Marta Sánchez,De Par En Par,2010-01-01,15
3,Marta Sánchez,Miss Sanchez,2007-01-01,13
6,Marta Sánchez,Marta Sanchez En Directo Gira 2005 La Coruña,2005-01-01,16
7,Marta Sánchez,Lo Mejor De Marta Sanchez,2004-01-01,17
9,Marta Sánchez,Serie Top Ten,2004-01-01,10
10,Marta Sánchez,Soy Yo,2002-01-01,13
11,Marta Sánchez,Serie Sensacional: Marta Sanchez,2000-01-01,8
12,Marta Sánchez,Desconocida,1998-01-01,13
13,Marta Sánchez,Azabache,1997-01-01,12
15,Marta Sánchez,Mi Mundo,1995-01-01,14
16,Marta Sánchez,Woman,1994-01-01,12
17,Marta Sánchez,Mujer,1993-01-01,12
18,Marta Sánchez,Contigo,2023-01-16,1
19,Marta Sánchez,The Moment Of Your Life,2021-12-28,2
0,Los Manolos,Bailes Regionales,2017-10-27,15
1,Los Manolos,"Manolos, Suban Al Escenario!",2017-03-31,12
2,Los Manolos,Robando Gallinas,2015-10-16,11
4,Los Manolos,Rumbas Sin Fronteras,2001-03-19,15
5,Los Manolos,Rumbas Sin Fronte Ras,2001-03-19,15
7,Los Manolos,Las Mejores Rumbas De Los Manolos,1993-06-14,14
8,Los Manolos,Dulce Veneno,1992-06-23,12
9,Los Manolos,Pasión Condal,1991-06-23,10
10,Los Manolos,La Rumba Del Detectiu,2022-11-25,1
11,Los Manolos,Bum Bum,2022-04-01,1
12,The Tyets,La Dels Manolos,2021-09-24,1
13,Various Artists,Versiones,2023-04-07,47
14,Various Artists,Música Española De Los 90,2023-03-17,58
15,Various Artists,Pop En Español Para Bailar (Streaming Only),2023-03-17,54
16,Various Artists,Fin De Año Exitos,2022-11-18,33
17,Various Artists,Exitos De Verano,2022-08-01,45
18,Various Artists,Flamenco Y Rumba (Streaming Only),2022-07-21,52
19,Various Artists,Éxitos Del Pop Español De Los Años 90,2021-11-05,59
0,Los Auténticos Decadentes,Adn (Capítulo D),2022-04-01,8
1,Los Auténticos Decadentes,Adn (Capítulo A),2021-11-05,8
2,Los Auténticos Decadentes,Foro Sol - 17 Nov 2017 (En Vivo),2020-11-17,25
3,Los Auténticos Decadentes,Fiesta Nacional (Mtv Unplugged),2018-10-05,21
4,Los Auténticos Decadentes,Vacaciones Estressantes,2014-12-09,27
5,Los Auténticos Decadentes,Y La Banda Sigue,2014-10-28,15
7,Los Auténticos Decadentes,Rock Latino,2012-06-26,14
8,Los Auténticos Decadentes,En Vivo En El Palacio De Los Deportes - 25 Aniversario,2012-05-10,15
9,Los Auténticos Decadentes,Irrompibles,2010-11-09,15
12,Los Auténticos Decadentes,Somos (En Vivo),2008,21
13,Los Auténticos Decadentes,Club Atlético Decadente,2006-10-10,14
14,Los Auténticos Decadentes,Autenticos Exitos,2004-10-26,12
15,Los Auténticos Decadentes,12 Vivos,2004-10-13,20
16,Los Auténticos Decadentes,Sigue Tu Camino (Versiones Y Remixes),2004,17
17,Los Auténticos Decadentes,Sigue Tu Camino,2003-01-01,14
18,Los Auténticos Decadentes,Hoy Trasnoche,2000-04-19,15
19,Los Auténticos Decadentes,Serie 2000,2000-03-07,12
0,Maná,Cama Incendiada,2015-04-21,11
1,Maná,Você É Minha Religião: O Melhor Do Maná,2012-10-26,14
2,Maná,Você É Minha Religião: O Melhor Do Maná (Deluxe Version),2012-10-26,18
3,Maná,Exiliados En La Bahía: Lo Mejor De Maná (Edición Deluxe),2012-08-24,32
4,Maná,Drama Y Luz Edición Deluxe,2011-11-15,16
5,Maná,Drama Y Luz,2011-04-11,12
6,Maná,Drama Y Luz (2020 Remasterizado),2011,14
7,Maná,Arde El Cielo,2008-04-25,14
8,Maná,Amar Es Combatir,2006-08-22,16
12,Maná,Revolución De Amor,2002-08-19,12
14,Maná,Revolución De Amor (2020 Remasterizado),2002,12
15,Maná,Mtv Unplugged,1999-05-14,14
16,Maná,Mtv Unplugged (2020 Remasterizado),1999,14
17,Maná,Sueños Líquidos,1997-10-10,13
18,Maná,Cuando Los Ángeles Lloran,1995-04-24,12
19,Maná,En Vivo,1994-12-02,18
0,Shakira,Laundry Service: Washed And Dried (Expanded Edition),2021-11-12,17
1,Shakira,Shakira In Concert: El Dorado World Tour,2019-11-13,20
2,Shakira,El Dorado,2017-05-26,13
3,Shakira,Shakira. (Expanded Edition),2014-03-14,16
5,Shakira,Shakira. (Expanded Edition) [Spanish Version],2014-03-13,15
6,Shakira,Live From Paris,2011-12-05,19
7,Shakira,Sale El Sol,2010-10-19,16
8,Shakira,Loba,2009-09-02,17
9,Shakira,She Wolf (Expanded Edition),2009,16
10,Shakira,Love In The Time Of Cholera,2008-01-17,22
11,Shakira,"Oral Fixation, Vol. 2 (Expanded Edition)",2005-11-28,13
12,Shakira,"Fijación Oral, Vol. 1",2005-06-03,12
13,Shakira,Live & Off The Record,2004-03-22,10
14,Shakira,Laundry Service,2001-11-13,13
15,Shakira,Servicio De Lavandería,2001,13
16,Shakira,Shakira Mtv Unplugged,2000-02-29,11
17,Shakira,Donde Estan Los Ladrones,1998-09-29,11
18,Shakira,The Remixes,1997-10-21,12
19,Shakira,Pies Descalzos,1995-10-06,11
0,Andrés Calamaro,Honestidad Extra Brut,2022-10-21,99
1,Andrés Calamaro,Dios Los Cría,2021-05-27,15
2,Andrés Calamaro,Dios Los Cria...,2021-05-27,15
3,Andrés Calamaro,Cargar La Suerte,2018-11-02,12
5,Poli y Prietto,Boleros Y Canciones,2018-08-06,10
6,Andrés Calamaro,Volumen 11,2016-12-02,19
7,Andrés Calamaro,Romaphonic Sessions,2016-02-26,10
8,Andrés Calamaro,Pura Sangre,2015-07-31,14
9,Bunbury,Hijos Del Pueblo,2015-04-14,10
10,Andrés Calamaro,Jamón Del Medio,2014-12-02,16
11,Andrés Calamaro,Jamón Del Medio (En Vivo),2014-12-02,16
13,Andrés Calamaro,Bohemio,2014-04-22,10
16,Andrés Calamaro,Salmonalipsis Now,2011-04-26,54
17,Andrés Calamaro,On The Rock,2010-06-01,14
18,Fito y Fitipaldis,2 Son Multitud,2008-03-25,29
19,Andrés Calamaro,La Lengua Popular,2007-09-11,12
0,Alejandro Sanz,Sanz,2021-12-09,10
1,Alejandro Sanz,#Lagira De #Eldisco,2019-12-05,24
2,Alejandro Sanz,#Eldisco,2019-04-04,10
3,Alejandro Sanz,+ Es + (El Concierto / En Directo En El Estadio Vicente Calderón / 2017),2017-12-08,13
4,Alejandro Sanz,Más: 20 Aniversario,2017-05-18,45
5,Alejandro Sanz,Sirope Vivo,2016-01-08,25
8,Alejandro Sanz,Sirope,2015-08-25,14
11,Alejandro Sanz,La Música No Se Toca En Vivo,2013-01-01,14
12,Alejandro Sanz,La Música No Se Toca,2012-01-01,16
16,Alejandro Sanz,La Música No Se Toca (Deluxe),2012-01-01,17
18,Alejandro Sanz,La Música No Se Toca (Versão Portuguesa),2012-01-01,15
19,Alejandro Sanz,Paraiso Express,2009-11-10,12
0,Navajita Platea,25 Años - Colección Definitiva,2017-04-14,24
1,Navajita Platea,"7 Reflexiones Sobre La Nostalgia, 4 Poemas De Amor Y 1 Cancion De Lujo",2013-02-01,12
2,Navajita Platea,Grandes,2010-01-22,10
3,Navajita Platea,Hablando En Plata,2009-11-13,12
4,Navajita Platea,Colección Diamante: Navajita Plateá,2007-10-05,35
5,Navajita Platea,El Poder De La Raíz,2004-05-17,11
6,Navajita Platea,En Familia,2002-12-27,16
7,Navajita Platea,Desde Mi Azotea,1998-06-22,14
8,Navajita Platea,Contratiempos,1996,11
9,Navajita Platea,Navajita Platea,1994-01-31,10
11,Navajita Platea,Tu Esencia (Live),2023-03-10,1
12,Navajita Platea,Frío Sin Ti (Feat. Buika),2017-04-07,1
13,Navajita Platea,Frio Sin Ti,2007-05-25,1
14,Navajita Platea,Noches De Bohemia,2007-05-25,1
15,Navajita Platea,En Este Amanecer,2003-05-23,1
16,Various Artists,Música Española De Los 2000,2023-03-17,50
17,Various Artists,Éxitos Del Pop En Español De Los Años 2000,2022-10-21,55
18,Various Artists,Flamenco Y Rumba (Streaming Only),2022-07-21,52
19,Various Artists,Las 100 Mejores Baladas,2021-12-03,100
0,Ketama,Songhai (Remasterizado),2018-01-12,8
1,Ketama,"Songhai, Vol. 2 (Remasterizado)",2018-01-11,10
2,Ketama,Ketama (Remasterizado),2018-01-10,10
3,Ketama,Antología De Ketama (Remasterizado 2015),2015-06-02,28
4,Ketama,Todo Ketama,2014-01-01,44
5,Ketama,Veinte Pa Ketama,2004-01-01,17
7,Ketama,Dame La Mano,2002-01-01,10
8,Ketama,Toma Ketama,2000-01-01,12
10,Ketama,Konfusion,1998-01-01,17
12,Ketama,Karma,1996-05-23,14
13,Ketama,De Akí A Ketama (Edición Especial Remasterizada 2019),1995-06-10,16
14,Ketama,De Aki A Ketama,1995-01-01,12
16,Ketama,"Songhai, Vol. 2",1994-05-23,10
17,Ketama,El Arte De Lo Invisible,1993-01-01,10
18,Ketama,Canciones Hondas,1991-01-31,10
19,Rão Kyao,Delírios Ibéricos - Rão Kyao Com Ketama,1991-01-01,11
0,Los Rodriguez,En Las Ventas 7 Septiembre 1993 (En Directo),2020-09-04,15
1,Los Rodriguez,Sin Documentos (Edición Aniversario),2014-09-16,14
2,Los Rodriguez,Cronicas,2007-01-01,11
3,Los Rodriguez,Para No Olvidar,2002-02-08,33
4,Los Rodriguez,Discografía Básica,2001-06-01,36
5,Los Rodriguez,Hasta Luego,1996-11-16,18
6,Los Rodriguez,¡Hasta Luego!,1996-05-21,17
7,Los Rodriguez,"Palabras Más, Palabras Menos",1995-05-21,13
8,Los Rodriguez,Sin Documentos,1993-05-21,12
9,Los Rodriguez,Disco Pirata,1992-05-21,11
10,Los Rodriguez,Buena Suerte,1991-01-01,16
12,Los Rodriguez,Princesa,2019-12-13,1
13,Various Artists,Rock En Español,2023-04-28,30
14,Various Artists,Lo Mejor De Temones,2023-04-21,55
15,Various Artists,Temones En Español,2023-04-07,45
16,Various Artists,Día De Tramites,2023-03-31,25
17,Various Artists,Boleros De Ayer Y Hoy,2023-03-17,30
18,Various Artists,Los 80 Y 90 Pop Rock En Español,2023-01-27,23
19,Various Artists,Sábados De Flojera,2022-11-18,25
0,Celtas Cortos,"30 Aniversario (Sólo Recuerdo Lo Bueno, De Lo Malo Nada)",2019-11-01,58
1,Celtas Cortos,Energía Positiva,2018-09-14,13
2,Celtas Cortos,In Crescendo,2016-11-04,34
3,Celtas Cortos,Contratiempos,2014-09-16,12
4,Celtas Cortos,Vivos & Directos,2012-03-09,25
5,Celtas Cortos,Introversiones,2010-08-31,13
6,Celtas Cortos,Introversiones (Deluxe),2010-08-31,15
7,Celtas Cortos,40 De Abril,2008-09-02,13
9,Celtas Cortos,20 Soplando Versos,2006-05-01,20
10,Celtas Cortos,C'Est La Vie (French Version),2003-05-09,13
11,Celtas Cortos,Tienes La Puerta Abierta,1999-04-17,15
12,Celtas Cortos,Nos Vemos En Los Bares,1997,25
14,Celtas Cortos,En Estos Dias Inciertos...,1996,14
15,Celtas Cortos,Tranquilo Majete,1993-04-17,13
16,Celtas Cortos,Cuentame Un Cuento,1991-04-17,12
17,Celtas Cortos,Gente Impresentable,1990,11
18,Celtas Cortos,Rock Celta,1989-04-17,9
19,Celtas Cortos,Imprescindibles,2022-04-15,5
0,Extremoduro,Canciones 1989-2013,2021-12-10,44
1,Extremoduro,Para Todos Los Públicos,2013-11-08,9
2,Extremoduro,Material Defectuoso,2011-05-24,6
3,Extremoduro,La Ley Innata,2008-08-26,6
4,Extremoduro,Canciones Sin Voz,2004-11-15,20
5,Extremoduro,"Yo, Minoría Absoluta",2002-03-01,10
6,Extremoduro,Canciones Prohibidas,1998-06-08,10
7,Extremoduro,Iros Todos A Tomar Por Culo,1997,14
8,Extremoduro,Agila,1996,14
9,Extremoduro,Dónde Están Mis Amigos,1993,16
10,Extremoduro,Deltoya,1992-06-08,20
11,Extremoduro,Somos Unos Animales,1992-06-08,14
12,Extremoduro,Rock Transgresivo,1989,15
13,Extremoduro,Experiencias De Un Batracio (En Directo),2015-03-23,1
14,Extremoduro,¡Qué Borde Era Mi Valle!,2013-10-22,1
15,Extremoduro,Pedrá,1992-06-08,1
16,Extremoduro,Grandes Exitos Y Fracasos- Episodio 2º,2004-11-15,18
17,Extremoduro,Grandes Exitos Y Fracasos (Episodio 1º),2004-05-03,15
18,Various Artists,Lentos Del Rock Clásicos,2023-04-28,30
19,Ramone,Rompe!,2022-12-09,12
0,Jarabe De Palo,Tragas O Escupes,2020-05-26,11
1,Jarabe De Palo,Jarabe Filarmónico,2018-10-05,13
2,Jarabe De Palo,En La Vida Conocí Mujer Igual A La Flaca: Colección Definitiva,2017-12-01,39
3,Jarabe De Palo,50 Palos,2017-03-17,22
5,Jarabe De Palo,Tour Americano 14/15,2015-10-16,16
6,Jarabe De Palo,Somos,2014-05-27,14
11,Jarabe De Palo,Somos (Spotify Track By Track),2014-01-31,13
13,Jarabe De Palo,¿Y Ahora Qué Hacemos?,2011-05-10,13
14,Jarabe De Palo,Y Ahora Que Hacemos ?,2011-03-01,13
15,Jarabe De Palo,Y Ahora Que Hacemos?,2011,13
16,Jarabe De Palo,¿Y Ahora Que Hacemos?,2011,13
17,Jarabe De Palo,Orquesta Reciclando,2009-05-15,16
0,El Chaval De La Peca,In Person,1999-07-01,14
1,El Chaval De La Peca,El Chaval De La Peca,1998-08-10,11
3,El Chaval De La Peca,Los Grandes Éxitos De,1999-10-15,12
4,Various Artists,Mucho Jaleo,2022-02-11,29
5,Various Artists,Fiestón,2022-02-11,30
6,Various Artists,Karaoke Latino,2021-12-24,30
7,Various Artists,¡Esta Me La Sé!,2021-11-12,30
8,Various Artists,Españolas De Siempre,2021-08-27,30
9,Various Artists,Verbena De Verano,2021-07-23,24
10,Various Artists,Los 90 España,2021-07-02,30
11,Various Artists,Himnos De Bar,2021-04-30,30
12,Various Artists,Versiones Italianas,2020-10-02,29
13,Various Artists,Lol: Canciones Para Pasarlo Bien,2020-09-25,24
14,Various Artists,Estilo Hispano,2020-09-25,30
15,Various Artists,Fiesta Familiar: Canciones Para Cantar Juntos,2020-06-08,25
16,Various Artists,Djs De Balcón: Canciones Para Animar Tu Barrio,2020-05-22,27
17,Various Artists,¡Que Diver!: Música Infantil,2020-05-01,30
18,Various Artists,De Buen Rollo,2020-03-13,29
19,Various Artists,Comparaciones: Clasicos Originales Y Sus Versiones Más Conocidas,2020-02-07,30
0,Chayanne,Personalidad,2014-12-02,18
1,Chayanne,En Todo Estaré,2014-08-25,13
2,Chayanne,En Todo Estaré (Deluxe Edition),2014-08-25,14
3,Chayanne,Chayanne Es Mi Nombre,2012-04-06,11
4,Chayanne,A Solas Con Chayanne,2012-02-07,14
5,Chayanne,No Hay Imposibles,2010-02-23,11
6,Chayanne,Vivo,2008-07-21,12
7,Chayanne,Mi Tiempo (Deluxe Edition),2007,13
8,Chayanne,Cautivo,2006-03-10,10
9,Chayanne,Desde Siempre,2005-03-29,12
10,Chayanne,Cautivo (Bonus Tracks Version),2005,13
11,Chayanne,Sincero,2003-08-26,12
13,Chayanne,Simplemente,2001-02-26,15
15,Chayanne,Atado A Tu Amor,1999-07-25,14
16,Chayanne,Salomé,1999-06-14,4
0,Café Quijano,Manhattan,2022-02-25,10
1,Café Quijano,La Vida No Es La La La,2018-10-26,12
2,Café Quijano,La Vida No Es La La La (Edición Especial),2018-09-28,16
3,Café Quijano,Lo Esencial De Orígenes: El Bolero,2015-12-04,16
4,Café Quijano,Orígenes: El Bolero En Directo,2015-12-04,22
5,Café Quijano,Orígenes: El Bolero Vol.3,2014-12-02,12
6,Café Quijano,Orígenes: El Bolero Volumen 2,2013-11-05,12
7,Café Quijano,Orígenes: El Bolero,2012-10-30,11
8,Café Quijano,Que Grande Es Esto Del Amor (Ed. Especial),2003-11-04,13
9,Café Quijano,La Taberna Del Buda,2001-05-25,12
10,Café Quijano,La Lola,2000-03-30,11
