song,artist,date,explicit,uri_cancion,popularity,usuario,links,uri_artista,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Estoy por ti,Amistades Peligrosas,1991,False,spotify:track:2NCw456Y6nu6RgPotF5tDG,48,oid6yv3v6mpo5t94nn5bqblvq,https://open.spotify.com/track/2NCw456Y6nu6RgPotF5tDG,15FscPIs0VO23BCCMaPglf,0.635,0.718,0,-9.626,0,0.0281,0.225,0.0,0.133,0.573,98.006,audio_features,2NCw456Y6nu6RgPotF5tDG,spotify:track:2NCw456Y6nu6RgPotF5tDG,https://api.spotify.com/v1/tracks/2NCw456Y6nu6RgPotF5tDG,https://api.spotify.com/v1/audio-analysis/2NCw456Y6nu6RgPotF5tDG,284067,4
Vivimos siempre juntos (feat. Mercedes Ferrer),Nacho Cano,1996-10-14,False,spotify:track:6ijh6CO529euKaq3YfSuCZ,54,oid6yv3v6mpo5t94nn5bqblvq,https://open.spotify.com/track/6ijh6CO529euKaq3YfSuCZ,3sNPNZwXgDcCY71Jqa7kMe,0.729,0.709,9,-9.166,1,0.0258,0.335,0.000288,0.0918,0.701,117.693,audio_features,6ijh6CO529euKaq3YfSuCZ,spotify:track:6ijh6CO529euKaq3YfSuCZ,https://api.spotify.com/v1/tracks/6ijh6CO529euKaq3YfSuCZ,https://api.spotify.com/v1/audio-analysis/6ijh6CO529euKaq3YfSuCZ,255200,4
Vivimos siempre juntos (feat. Mercedes Ferrer),Nacho Cano,1996-10-14,False,spotify:track:6ijh6CO529euKaq3YfSuCZ,54,oid6yv3v6mpo5t94nn5bqblvq,https://open.spotify.com/track/6ijh6CO529euKaq3YfSuCZ,6iIXnmfNddiSobGZBeCzKP,0.729,0.709,9,-9.166,1,0.0258,0.335,0.000288,0.0918,0.701,117.693,audio_features,6ijh6CO529euKaq3YfSuCZ,spotify:track:6ijh6CO529euKaq3YfSuCZ,https://api.spotify.com/v1/tracks/6ijh6CO529euKaq3YfSuCZ,https://api.spotify.com/v1/audio-analysis/6ijh6CO529euKaq3YfSuCZ,255200,4
Vivimos siempre juntos (feat. Mercedes Ferrer),Mercedes Ferrer,1996-10-14,False,spotify:track:6ijh6CO529euKaq3YfSuCZ,54,oid6yv3v6mpo5t94nn5bqblvq,https://open.spotify.com/track/6ijh6CO529euKaq3YfSuCZ,3sNPNZwXgDcCY71Jqa7kMe,0.729,0.709,9,-9.166,1,0.0258,0.335,0.000288,0.0918,0.701,117.693,audio_features,6ijh6CO529euKaq3YfSuCZ,spotify:track:6ijh6CO529euKaq3YfSuCZ,https://api.spotify.com/v1/tracks/6ijh6CO529euKaq3YfSuCZ,https://api.spotify.com/v1/audio-analysis/6ijh6CO529euKaq3YfSuCZ,255200,4
Vivimos siempre juntos (feat. Mercedes Ferrer),Mercedes Ferrer,1996-10-14,False,spotify:track:6ijh6CO529euKaq3YfSuCZ,54,oid6yv3v6mpo5t94nn5bqblvq,https://open.spotify.com/track/6ijh6CO529euKaq3YfSuCZ,6iIXnmfNddiSobGZBeCzKP,0.729,0.709,9,-9.166,1,0.0258,0.335,0.000288,0.0918,0.701,117.693,audio_features,6ijh6CO529euKaq3YfSuCZ,spotify:track:6ijh6CO529euKaq3YfSuCZ,https://api.spotify.com/v1/tracks/6ijh6CO529euKaq3YfSuCZ,https://api.spotify.com/v1/audio-analysis/6ijh6CO529euKaq3YfSuCZ,255200,4
Cuando Brille el Sol,La Guardia,1990-07-06,False,spotify:track:3BNy8c9gYaL63nL5DKHFMU,57,oid6yv3v6mpo5t94nn5bqblvq,https://open.spotify.com/track/3BNy8c9gYaL63nL5DKHFMU,5UYbCAN2H4Yr4f46tN5AeD,0.505,0.731,7,-11.379,1,0.0374,0.0326,4.14e-05,0.174,0.93,169.79,audio_features,3BNy8c9gYaL63nL5DKHFMU,spotify:track:3BNy8c9gYaL63nL5DKHFMU,https://api.spotify.com/v1/tracks/3BNy8c9gYaL63nL5DKHFMU,https://api.spotify.com/v1/audio-analysis/3BNy8c9gYaL63nL5DKHFMU,224000,4
Veneno en la Piel,Radio Futura,1990-03-20,False,spotify:track:4oCGALJSQZxLnsnPPgShln,57,oid6yv3v6mpo5t94nn5bqblvq,https://open.spotify.com/track/4oCGALJSQZxLnsnPPgShln,4qKJA8Cf8R44cMThP6q8KM,0.692,0.797,2,-11.34,1,0.0266,0.0565,0.000113,0.12,0.973,139.498,audio_features,4oCGALJSQZxLnsnPPgShln,spotify:track:4oCGALJSQZxLnsnPPgShln,https://api.spotify.com/v1/tracks/4oCGALJSQZxLnsnPPgShln,https://api.spotify.com/v1/audio-analysis/4oCGALJSQZxLnsnPPgShln,222013,4
Quiero tener tu presencia,Seguridad Social,1993,False,spotify:track:3f2k0XTc2ZXG17jEMDu8pp,62,oid6yv3v6mpo5t94nn5bqblvq,https://open.spotify.com/track/3f2k0XTc2ZXG17jEMDu8pp,5UbMQUFrcJdDstPCza7y0B,0.741,0.816,4,-5.597,1,0.0797,0.0211,0.0,0.0981,0.574,146.075,audio_features,3f2k0XTc2ZXG17jEMDu8pp,spotify:track:3f2k0XTc2ZXG17jEMDu8pp,https://api.spotify.com/v1/tracks/3f2k0XTc2ZXG17jEMDu8pp,https://api.spotify.com/v1/audio-analysis/3f2k0XTc2ZXG17jEMDu8pp,220626,4
Lo echamos a suertes,Ella Baila Sola,1996,False,spotify:track:1EBYkBMIU9nWRCLsot4DN2,59,oid6yv3v6mpo5t94nn5bqblvq,https://open.spotify.com/track/1EBYkBMIU9nWRCLsot4DN2,6xvRfsmnwd0qcDUomtlmAt,0.616,0.786,2,-4.778,1,0.0271,0.395,1.04e-06,0.154,0.455,89.091,audio_features,1EBYkBMIU9nWRCLsot4DN2,spotify:track:1EBYkBMIU9nWRCLsot4DN2,https://api.spotify.com/v1/tracks/1EBYkBMIU9nWRCLsot4DN2,https://api.spotify.com/v1/audio-analysis/1EBYkBMIU9nWRCLsot4DN2,237907,4
Desesperada,Marta Sánchez,1993-01-01,False,spotify:track:20WaSPMyeIO7NntPpn1FM5,66,oid6yv3v6mpo5t94nn5bqblvq,https://open.spotify.com/track/20WaSPMyeIO7NntPpn1FM5,368rTiMKMrz3b03az6B14w,0.772,0.935,6,-4.805,0,0.0732,0.00871,7.62e-06,0.063,0.867,98.226,audio_features,20WaSPMyeIO7NntPpn1FM5,spotify:track:20WaSPMyeIO7NntPpn1FM5,https://api.spotify.com/v1/tracks/20WaSPMyeIO7NntPpn1FM5,https://api.spotify.com/v1/audio-analysis/20WaSPMyeIO7NntPpn1FM5,227733,4
All My Loving,Los Manolos,1991-06-23,False,spotify:track:2x3MxkdvKiWvLor7yNeLWB,47,oid6yv3v6mpo5t94nn5bqblvq,https://open.spotify.com/track/2x3MxkdvKiWvLor7yNeLWB,4WsE6jJORlwp3OcAWkCUrj,0.691,0.88,6,-9.687,1,0.0308,0.247,0.0177,0.296,0.961,103.491,audio_features,2x3MxkdvKiWvLor7yNeLWB,spotify:track:2x3MxkdvKiWvLor7yNeLWB,https://api.spotify.com/v1/tracks/2x3MxkdvKiWvLor7yNeLWB,https://api.spotify.com/v1/audio-analysis/2x3MxkdvKiWvLor7yNeLWB,193307,4
La Guitarra,Los Auténticos Decadentes,1995-08-01,False,spotify:track:6aPoVnA9UDncMyKgTAicsO,68,oid6yv3v6mpo5t94nn5bqblvq,https://open.spotify.com/track/6aPoVnA9UDncMyKgTAicsO,3HrbmsYpKjWH1lzhad7alj,0.695,0.786,4,-7.435,1,0.0303,0.0926,0.0,0.0987,0.861,146.863,audio_features,6aPoVnA9UDncMyKgTAicsO,spotify:track:6aPoVnA9UDncMyKgTAicsO,https://api.spotify.com/v1/tracks/6aPoVnA9UDncMyKgTAicsO,https://api.spotify.com/v1/audio-analysis/6aPoVnA9UDncMyKgTAicsO,218493,4
Clavado En Un Bar,Maná,1997-10-10,False,spotify:track:78DVpEWwmJFC25KGz8fJuE,76,oid6yv3v6mpo5t94nn5bqblvq,https://open.spotify.com/track/78DVpEWwmJFC25KGz8fJuE,7okwEbXzyT2VffBmyQBWLz,0.634,0.854,11,-3.444,1,0.0369,0.00737,2.49e-06,0.0664,0.564,148.003,audio_features,78DVpEWwmJFC25KGz8fJuE,spotify:track:78DVpEWwmJFC25KGz8fJuE,https://api.spotify.com/v1/tracks/78DVpEWwmJFC25KGz8fJuE,https://api.spotify.com/v1/audio-analysis/78DVpEWwmJFC25KGz8fJuE,310813,4
"Ciega, Sordomuda",Shakira,1998-09-29,False,spotify:track:7jxHeJLVpnP7S08JFF4GBi,75,oid6yv3v6mpo5t94nn5bqblvq,https://open.spotify.com/track/7jxHeJLVpnP7S08JFF4GBi,0EmeFodog0BfCgMzAIvKQp,0.746,0.876,1,-6.042,1,0.0345,0.0438,2.51e-06,0.112,0.928,119.97,audio_features,7jxHeJLVpnP7S08JFF4GBi,spotify:track:7jxHeJLVpnP7S08JFF4GBi,https://api.spotify.com/v1/tracks/7jxHeJLVpnP7S08JFF4GBi,https://api.spotify.com/v1/audio-analysis/7jxHeJLVpnP7S08JFF4GBi,267827,4
Flaca,Andrés Calamaro,1997,False,spotify:track:1p7m9H4H8s0Y7SgRm7j3ED,77,oid6yv3v6mpo5t94nn5bqblvq,https://open.spotify.com/track/1p7m9H4H8s0Y7SgRm7j3ED,3tAICgiSR5PfYY4B8qsoAU,0.739,0.745,7,-6.658,1,0.0267,0.21,0.0135,0.127,0.949,109.326,audio_features,1p7m9H4H8s0Y7SgRm7j3ED,spotify:track:1p7m9H4H8s0Y7SgRm7j3ED,https://api.spotify.com/v1/tracks/1p7m9H4H8s0Y7SgRm7j3ED,https://api.spotify.com/v1/audio-analysis/1p7m9H4H8s0Y7SgRm7j3ED,277653,4
"Y, ¿Si fuera ella?",Alejandro Sanz,1997-08-28,False,spotify:track:1DmlUpnkg4N1VWquSoffF1,67,oid6yv3v6mpo5t94nn5bqblvq,https://open.spotify.com/track/1DmlUpnkg4N1VWquSoffF1,5sUrlPAHlS9NEirDB8SEbF,0.428,0.556,1,-4.967,1,0.0407,0.659,0.0,0.115,0.162,150.732,audio_features,1DmlUpnkg4N1VWquSoffF1,spotify:track:1DmlUpnkg4N1VWquSoffF1,https://api.spotify.com/v1/tracks/1DmlUpnkg4N1VWquSoffF1,https://api.spotify.com/v1/audio-analysis/1DmlUpnkg4N1VWquSoffF1,323027,4
Noches de bohemia - Radio Edit,Navajita Platea,1998-06-22,False,spotify:track:1JpZMDDAkfhnrO6nXIQZ2g,61,oid6yv3v6mpo5t94nn5bqblvq,https://open.spotify.com/track/1JpZMDDAkfhnrO6nXIQZ2g,14QPRrwRDAiUhdGC6D3VpE,0.392,0.458,7,-9.564,1,0.0397,0.453,0.0,0.321,0.244,85.269,audio_features,1JpZMDDAkfhnrO6nXIQZ2g,spotify:track:1JpZMDDAkfhnrO6nXIQZ2g,https://api.spotify.com/v1/tracks/1JpZMDDAkfhnrO6nXIQZ2g,https://api.spotify.com/v1/audio-analysis/1JpZMDDAkfhnrO6nXIQZ2g,247907,4
Agustito,Ketama,1999-01-01,False,spotify:track:0CcK0UAwjHSPOGWjupepRF,46,oid6yv3v6mpo5t94nn5bqblvq,https://open.spotify.com/track/0CcK0UAwjHSPOGWjupepRF,5s9GgX51pD0YhcsQRSYlpF,0.797,0.934,7,-5.254,1,0.0579,0.205,0.0,0.0466,0.731,95.957,audio_features,0CcK0UAwjHSPOGWjupepRF,spotify:track:0CcK0UAwjHSPOGWjupepRF,https://api.spotify.com/v1/tracks/0CcK0UAwjHSPOGWjupepRF,https://api.spotify.com/v1/audio-analysis/0CcK0UAwjHSPOGWjupepRF,253213,4
Sin documentos,Los Rodriguez,1996-05-21,False,spotify:track:6mOZfn6CVXsX1Tt0l3thm3,59,oid6yv3v6mpo5t94nn5bqblvq,https://open.spotify.com/track/6mOZfn6CVXsX1Tt0l3thm3,3XkJyJgJDxnjdQgH0zfT8K,0.387,0.972,7,-2.84,0,0.101,0.565,4.83e-06,0.0921,0.839,192.392,audio_features,6mOZfn6CVXsX1Tt0l3thm3,spotify:track:6mOZfn6CVXsX1Tt0l3thm3,https://api.spotify.com/v1/tracks/6mOZfn6CVXsX1Tt0l3thm3,https://api.spotify.com/v1/audio-analysis/6mOZfn6CVXsX1Tt0l3thm3,285093,4
Cuéntame un cuento,Celtas Cortos,1991-04-17,False,spotify:track:7uou7DWqEQSNfxcfipxyIu,54,oid6yv3v6mpo5t94nn5bqblvq,https://open.spotify.com/track/7uou7DWqEQSNfxcfipxyIu,3hIPQBm8PBt8B5aahP6cVP,0.442,0.912,11,-3.756,0,0.0381,0.0426,1.5e-06,0.0798,0.752,119.65,audio_features,7uou7DWqEQSNfxcfipxyIu,spotify:track:7uou7DWqEQSNfxcfipxyIu,https://api.spotify.com/v1/tracks/7uou7DWqEQSNfxcfipxyIu,https://api.spotify.com/v1/audio-analysis/7uou7DWqEQSNfxcfipxyIu,258531,4
So payaso,Extremoduro,1996,False,spotify:track:5HSpMRUC4m3L3q48to2Kmu,62,oid6yv3v6mpo5t94nn5bqblvq,https://open.spotify.com/track/5HSpMRUC4m3L3q48to2Kmu,3bgsNtcf5d5h9jbQbohfBK,0.435,0.899,4,-3.84,0,0.0656,0.0392,0.000447,0.115,0.377,150.546,audio_features,5HSpMRUC4m3L3q48to2Kmu,spotify:track:5HSpMRUC4m3L3q48to2Kmu,https://api.spotify.com/v1/tracks/5HSpMRUC4m3L3q48to2Kmu,https://api.spotify.com/v1/audio-analysis/5HSpMRUC4m3L3q48to2Kmu,281667,4
La flaca,Jarabe De Palo,1996-09-30,False,spotify:track:2LsbizbOeNa4x6qsi2jAMb,77,oid6yv3v6mpo5t94nn5bqblvq,https://open.spotify.com/track/2LsbizbOeNa4x6qsi2jAMb,5B6H1Dq77AV1LZWrbNsuH5,0.871,0.481,7,-9.068,1,0.0383,0.52,5.54e-05,0.0809,0.664,103.063,audio_features,2LsbizbOeNa4x6qsi2jAMb,spotify:track:2LsbizbOeNa4x6qsi2jAMb,https://api.spotify.com/v1/tracks/2LsbizbOeNa4x6qsi2jAMb,https://api.spotify.com/v1/audio-analysis/2LsbizbOeNa4x6qsi2jAMb,261200,4
Libre,El Chaval De La Peca,1999-10-15,False,spotify:track:37kdfrQB4dnBID3TNnPhQu,21,oid6yv3v6mpo5t94nn5bqblvq,https://open.spotify.com/track/37kdfrQB4dnBID3TNnPhQu,2vmS7wjopQSoPNuEs5tU2S,0.648,0.849,2,-5.493,1,0.0519,0.0244,0.0,0.379,0.601,112.447,audio_features,37kdfrQB4dnBID3TNnPhQu,spotify:track:37kdfrQB4dnBID3TNnPhQu,https://api.spotify.com/v1/tracks/37kdfrQB4dnBID3TNnPhQu,https://api.spotify.com/v1/audio-analysis/37kdfrQB4dnBID3TNnPhQu,211173,4
Salomé,Chayanne,1999-07-25,False,spotify:track:4HAjeWFqEoEHNsD9GsiysC,25,oid6yv3v6mpo5t94nn5bqblvq,https://open.spotify.com/track/4HAjeWFqEoEHNsD9GsiysC,1JbemQ1fPt2YmSLjAFhPBv,0.768,0.808,4,-6.533,0,0.167,0.00312,9.9e-05,0.0605,0.739,128.015,audio_features,4HAjeWFqEoEHNsD9GsiysC,spotify:track:4HAjeWFqEoEHNsD9GsiysC,https://api.spotify.com/v1/tracks/4HAjeWFqEoEHNsD9GsiysC,https://api.spotify.com/v1/audio-analysis/4HAjeWFqEoEHNsD9GsiysC,252067,4
La Lola,Café Quijano,1999-06-18,False,spotify:track:0VnAETWOc4BCr4YbzfI7zH,49,oid6yv3v6mpo5t94nn5bqblvq,https://open.spotify.com/track/0VnAETWOc4BCr4YbzfI7zH,2ECP3nWC88LaFz4oQzTo3Z,0.725,0.764,9,-4.393,0,0.115,0.0645,0.00885,0.121,0.888,151.985,audio_features,0VnAETWOc4BCr4YbzfI7zH,spotify:track:0VnAETWOc4BCr4YbzfI7zH,https://api.spotify.com/v1/tracks/0VnAETWOc4BCr4YbzfI7zH,https://api.spotify.com/v1/audio-analysis/0VnAETWOc4BCr4YbzfI7zH,197320,4
Soñaré,La Oreja de Van Gogh,1998-05-18,False,spotify:track:4gH3ZZgTokyO3ytwa9tr1I,45,oid6yv3v6mpo5t94nn5bqblvq,https://open.spotify.com/track/4gH3ZZgTokyO3ytwa9tr1I,4U7lXyKdSf1JbM1aXvsodC,0.634,0.798,9,-5.69,1,0.0392,0.294,0.0,0.732,0.76,109.985,audio_features,4gH3ZZgTokyO3ytwa9tr1I,spotify:track:4gH3ZZgTokyO3ytwa9tr1I,https://api.spotify.com/v1/tracks/4gH3ZZgTokyO3ytwa9tr1I,https://api.spotify.com/v1/audio-analysis/4gH3ZZgTokyO3ytwa9tr1I,215133,4
Mirando al cielo,Fito y Fitipaldis,1998-10-23,False,spotify:track:6mNZnDsBummdqZyYQoaZ5G,48,oid6yv3v6mpo5t94nn5bqblvq,https://open.spotify.com/track/6mNZnDsBummdqZyYQoaZ5G,1tZ99AnqyjgrmPwLfGU5eo,0.709,0.616,4,-10.182,0,0.0479,0.144,5.88e-05,0.0966,0.497,153.841,audio_features,6mNZnDsBummdqZyYQoaZ5G,spotify:track:6mNZnDsBummdqZyYQoaZ5G,https://api.spotify.com/v1/tracks/6mNZnDsBummdqZyYQoaZ5G,https://api.spotify.com/v1/audio-analysis/6mNZnDsBummdqZyYQoaZ5G,252667,4
Trasegando,Marea,1999-07-26,False,spotify:track:3k1Iotkfi1LxRmhjn3Lz43,0,oid6yv3v6mpo5t94nn5bqblvq,https://open.spotify.com/track/3k1Iotkfi1LxRmhjn3Lz43,5EBH204cwRkvAWknwTAjCQ,0.527,0.976,11,-4.397,1,0.0702,8.63e-05,0.00966,0.179,0.626,90.088,audio_features,3k1Iotkfi1LxRmhjn3Lz43,spotify:track:3k1Iotkfi1LxRmhjn3Lz43,https://api.spotify.com/v1/tracks/3k1Iotkfi1LxRmhjn3Lz43,https://api.spotify.com/v1/audio-analysis/3k1Iotkfi1LxRmhjn3Lz43,166493,4
Chow Chow,Mojinos Escozios,1999-01-01,False,spotify:track:5Ygg7k6y3QsXLdlDSMdHPF,41,oid6yv3v6mpo5t94nn5bqblvq,https://open.spotify.com/track/5Ygg7k6y3QsXLdlDSMdHPF,41vHguv5A56arhiVNrMW4z,0.755,0.67,2,-8.8,1,0.0456,0.0219,3.57e-06,0.504,0.968,96.771,audio_features,5Ygg7k6y3QsXLdlDSMdHPF,spotify:track:5Ygg7k6y3QsXLdlDSMdHPF,https://api.spotify.com/v1/tracks/5Ygg7k6y3QsXLdlDSMdHPF,https://api.spotify.com/v1/audio-analysis/5Ygg7k6y3QsXLdlDSMdHPF,223133,4
Cacho a Cacho,Estopa,1999-10-18,False,spotify:track:6VVBXRsXAuN5UvqKNw7j0l,64,oid6yv3v6mpo5t94nn5bqblvq,https://open.spotify.com/track/6VVBXRsXAuN5UvqKNw7j0l,5ZqnEfVdEGmoPxtELhN7ai,0.456,0.843,0,-8.682,1,0.0559,0.105,0.00176,0.0939,0.842,79.608,audio_features,6VVBXRsXAuN5UvqKNw7j0l,spotify:track:6VVBXRsXAuN5UvqKNw7j0l,https://api.spotify.com/v1/tracks/6VVBXRsXAuN5UvqKNw7j0l,https://api.spotify.com/v1/audio-analysis/6VVBXRsXAuN5UvqKNw7j0l,148747,4
Al Amanecer,Los Fresones Rebeldes,1997-04-13,False,spotify:track:7qhuaYIafvH285FtQT71oQ,53,oid6yv3v6mpo5t94nn5bqblvq,https://open.spotify.com/track/7qhuaYIafvH285FtQT71oQ,7jnDSK1hbbcZdjapo2bHzY,0.37,0.876,9,-7.159,1,0.191,0.0322,0.0,0.181,0.434,197.783,audio_features,7qhuaYIafvH285FtQT71oQ,spotify:track:7qhuaYIafvH285FtQT71oQ,https://api.spotify.com/v1/tracks/7qhuaYIafvH285FtQT71oQ,https://api.spotify.com/v1/audio-analysis/7qhuaYIafvH285FtQT71oQ,159907,4
Tribu del Comanche,Zapato Veloz,1993-11-03,False,spotify:track:16AUCmJ1P7kh9laEERFrDS,28,oid6yv3v6mpo5t94nn5bqblvq,https://open.spotify.com/track/16AUCmJ1P7kh9laEERFrDS,27dPlYE29FxN9yIwpsVXYF,0.885,0.696,2,-8.509,1,0.0627,0.599,0.0,0.817,0.787,121.046,audio_features,16AUCmJ1P7kh9laEERFrDS,spotify:track:16AUCmJ1P7kh9laEERFrDS,https://api.spotify.com/v1/tracks/16AUCmJ1P7kh9laEERFrDS,https://api.spotify.com/v1/audio-analysis/16AUCmJ1P7kh9laEERFrDS,207707,4
Pajaros de Barro,Manolo Garcia,1998-11-14,False,spotify:track:4B6ko7lt1sUtyFzBDF4yfK,65,oid6yv3v6mpo5t94nn5bqblvq,https://open.spotify.com/track/4B6ko7lt1sUtyFzBDF4yfK,4eBTqTx5ssOK5YwmijmfU4,0.719,0.597,5,-5.964,0,0.106,0.485,0.0,0.0762,0.651,144.99,audio_features,4B6ko7lt1sUtyFzBDF4yfK,spotify:track:4B6ko7lt1sUtyFzBDF4yfK,https://api.spotify.com/v1/tracks/4B6ko7lt1sUtyFzBDF4yfK,https://api.spotify.com/v1/audio-analysis/4B6ko7lt1sUtyFzBDF4yfK,246240,4
Alucinante,Platero Y Tu,1997,False,spotify:track:4fkm6cE6Ig2j1G1HonPJrH,44,oid6yv3v6mpo5t94nn5bqblvq,https://open.spotify.com/track/4fkm6cE6Ig2j1G1HonPJrH,1fQt5j7DTPuAOjdbTYgWav,0.578,0.736,9,-9.24,1,0.0434,0.00542,0.000425,0.315,0.954,170.093,audio_features,4fkm6cE6Ig2j1G1HonPJrH,spotify:track:4fkm6cE6Ig2j1G1HonPJrH,https://api.spotify.com/v1/tracks/4fkm6cE6Ig2j1G1HonPJrH,https://api.spotify.com/v1/audio-analysis/4fkm6cE6Ig2j1G1HonPJrH,186827,4
19 Dias y 500 Noches,Joaquín Sabina,1999-09-27,False,spotify:track:4Kii4OhkRIezu0KjOiFq0G,57,oid6yv3v6mpo5t94nn5bqblvq,https://open.spotify.com/track/4Kii4OhkRIezu0KjOiFq0G,4aeIWo5CMF1uRmqgJdwkZW,0.708,0.67,4,-7.619,1,0.226,0.666,0.0,0.26,0.812,87.327,audio_features,4Kii4OhkRIezu0KjOiFq0G,spotify:track:4Kii4OhkRIezu0KjOiFq0G,https://api.spotify.com/v1/tracks/4Kii4OhkRIezu0KjOiFq0G,https://api.spotify.com/v1/audio-analysis/4Kii4OhkRIezu0KjOiFq0G,283867,4
Que te den,Amparanoia,1997,False,spotify:track:7I9RbU1SwkpC2qiaykbOmj,47,oid6yv3v6mpo5t94nn5bqblvq,https://open.spotify.com/track/7I9RbU1SwkpC2qiaykbOmj,23xlCr6Espgfu0IQExvjU6,0.621,0.818,5,-5.008,1,0.187,0.047,0.0,0.313,0.825,73.508,audio_features,7I9RbU1SwkpC2qiaykbOmj,spotify:track:7I9RbU1SwkpC2qiaykbOmj,https://api.spotify.com/v1/tracks/7I9RbU1SwkpC2qiaykbOmj,https://api.spotify.com/v1/audio-analysis/7I9RbU1SwkpC2qiaykbOmj,175827,4
Sonajeros,Dusminguet,1998,False,spotify:track:2Nrdjj0iFUbZpuhJbKMXmR,30,oid6yv3v6mpo5t94nn5bqblvq,https://open.spotify.com/track/2Nrdjj0iFUbZpuhJbKMXmR,0ytmuycMJssz05Wn4WivBp,0.766,0.701,7,-9.776,1,0.0663,0.715,0.00951,0.1,0.602,108.01,audio_features,2Nrdjj0iFUbZpuhJbKMXmR,spotify:track:2Nrdjj0iFUbZpuhJbKMXmR,https://api.spotify.com/v1/tracks/2Nrdjj0iFUbZpuhJbKMXmR,https://api.spotify.com/v1/audio-analysis/2Nrdjj0iFUbZpuhJbKMXmR,220947,4
Por Amor,Thalia,1997-01-01,False,spotify:track:7IaLm7wdxtHIvj61iHQnFR,45,oid6yv3v6mpo5t94nn5bqblvq,https://open.spotify.com/track/7IaLm7wdxtHIvj61iHQnFR,23wEWD21D4TPYiJugoXmYb,0.817,0.866,0,-5.57,0,0.0548,0.368,0.0,0.0607,0.964,112.368,audio_features,7IaLm7wdxtHIvj61iHQnFR,spotify:track:7IaLm7wdxtHIvj61iHQnFR,https://api.spotify.com/v1/tracks/7IaLm7wdxtHIvj61iHQnFR,https://api.spotify.com/v1/audio-analysis/7IaLm7wdxtHIvj61iHQnFR,235267,4
Solo Se Vive una Vez,Azucar Moreno,1996-05-06,False,spotify:track:0ATzislS5SvAp69hjHczej,57,oid6yv3v6mpo5t94nn5bqblvq,https://open.spotify.com/track/0ATzislS5SvAp69hjHczej,2WrKqjMRKr5MitNYaNgvl3,0.743,0.971,6,-4.83,1,0.0533,0.046,9.74e-06,0.0431,0.978,101.998,audio_features,0ATzislS5SvAp69hjHczej,spotify:track:0ATzislS5SvAp69hjHczej,https://api.spotify.com/v1/tracks/0ATzislS5SvAp69hjHczej,https://api.spotify.com/v1/audio-analysis/0ATzislS5SvAp69hjHczej,211867,4
Suavemente,Elvis Crespo,1998-02-27,False,spotify:track:7JIjUx3GsL0upxmNJacmtz,67,oid6yv3v6mpo5t94nn5bqblvq,https://open.spotify.com/track/7JIjUx3GsL0upxmNJacmtz,1c22GXH30ijlOfXhfLz9Df,0.814,0.874,8,-3.18,1,0.071,0.234,0.00162,0.0476,0.911,124.052,audio_features,7JIjUx3GsL0upxmNJacmtz,spotify:track:7JIjUx3GsL0upxmNJacmtz,https://api.spotify.com/v1/tracks/7JIjUx3GsL0upxmNJacmtz,https://api.spotify.com/v1/audio-analysis/7JIjUx3GsL0upxmNJacmtz,267160,4
Fruta Fresca,Carlos Vives,1999-01-01,False,spotify:track:1lcaG7worZLgdGuniOfGje,65,oid6yv3v6mpo5t94nn5bqblvq,https://open.spotify.com/track/1lcaG7worZLgdGuniOfGje,4vhNDa5ycK0ST968ek7kRr,0.515,0.878,9,-8.846,0,0.149,0.226,0.0,0.316,0.732,119.974,audio_features,1lcaG7worZLgdGuniOfGje,spotify:track:1lcaG7worZLgdGuniOfGje,https://api.spotify.com/v1/tracks/1lcaG7worZLgdGuniOfGje,https://api.spotify.com/v1/audio-analysis/1lcaG7worZLgdGuniOfGje,233093,4
Macarena,Los Del Rio,1993-12-13,False,spotify:track:4Y6cDd4EPHcEbiUKdyvNwM,55,oid6yv3v6mpo5t94nn5bqblvq,https://open.spotify.com/track/4Y6cDd4EPHcEbiUKdyvNwM,2JXn03fudjyRkQ1Ye9f5rk,0.923,0.679,8,-14.019,1,0.0888,0.428,0.000131,0.0908,0.965,103.017,audio_features,4Y6cDd4EPHcEbiUKdyvNwM,spotify:track:4Y6cDd4EPHcEbiUKdyvNwM,https://api.spotify.com/v1/tracks/4Y6cDd4EPHcEbiUKdyvNwM,https://api.spotify.com/v1/audio-analysis/4Y6cDd4EPHcEbiUKdyvNwM,251293,4
Mentirosa,Rafaga,1998-01-01,False,spotify:track:2e3fohSwZ9nU6Q2tks0fFz,2,oid6yv3v6mpo5t94nn5bqblvq,https://open.spotify.com/track/2e3fohSwZ9nU6Q2tks0fFz,0CBKUzrf6yGdTgxAQbUUHS,0.635,0.823,5,-4.54,0,0.102,0.0833,0.000377,0.157,0.821,200.943,audio_features,2e3fohSwZ9nU6Q2tks0fFz,spotify:track:2e3fohSwZ9nU6Q2tks0fFz,https://api.spotify.com/v1/tracks/2e3fohSwZ9nU6Q2tks0fFz,https://api.spotify.com/v1/audio-analysis/2e3fohSwZ9nU6Q2tks0fFz,195467,4
