song,artist,date,explicit,uri_cancion,popularity,usuario,links,uri_artista,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Blame (feat. John Newman),Calvin Harris,2014-10-31,False,spotify:track:07nH4ifBxUB4lZcsf44Brn,78,mejoresplaylistsspotify,https://open.spotify.com/track/07nH4ifBxUB4lZcsf44Brn,34v5MVKeQnIo0CWYMbbrPf,0.414,0.857,0,-4.078,0,0.0808,0.0287,0.00574,0.343,0.348,128.024,audio_features,07nH4ifBxUB4lZcsf44Brn,spotify:track:07nH4ifBxUB4lZcsf44Brn,https://api.spotify.com/v1/tracks/07nH4ifBxUB4lZcsf44Brn,https://api.spotify.com/v1/audio-analysis/07nH4ifBxUB4lZcsf44Brn,212960,4
Blame (feat. John Newman),John Newman,2014-10-31,False,spotify:track:07nH4ifBxUB4lZcsf44Brn,78,mejoresplaylistsspotify,https://open.spotify.com/track/07nH4ifBxUB4lZcsf44Brn,7CajNmpbOovFoOoasH2HaY,0.414,0.857,0,-4.078,0,0.0808,0.0287,0.00574,0.343,0.348,128.024,audio_features,07nH4ifBxUB4lZcsf44Brn,spotify:track:07nH4ifBxUB4lZcsf44Brn,https://api.spotify.com/v1/tracks/07nH4ifBxUB4lZcsf44Brn,https://api.spotify.com/v1/audio-analysis/07nH4ifBxUB4lZcsf44Brn,212960,4
Blame (feat. John Newman),John Newman,2014-10-31,False,spotify:track:07nH4ifBxUB4lZcsf44Brn,78,mejoresplaylistsspotify,https://open.spotify.com/track/07nH4ifBxUB4lZcsf44Brn,34v5MVKeQnIo0CWYMbbrPf,0.414,0.857,0,-4.078,0,0.0808,0.0287,0.00574,0.343,0.348,128.024,audio_features,07nH4ifBxUB4lZcsf44Brn,spotify:track:07nH4ifBxUB4lZcsf44Brn,https://api.spotify.com/v1/tracks/07nH4ifBxUB4lZcsf44Brn,https://api.spotify.com/v1/audio-analysis/07nH4ifBxUB4lZcsf44Brn,212960,4
Work Bitch,Britney Spears,2013-11-30,True,spotify:track:3KliPMvk1EvFZu9cvkj8p1,70,mejoresplaylistsspotify,https://open.spotify.com/track/3KliPMvk1EvFZu9cvkj8p1,26dSoYclwsYLMAKD3tpOr4,0.629,0.824,9,-6.53,1,0.159,0.155,0.000628,0.0651,0.852,128.01,audio_features,3KliPMvk1EvFZu9cvkj8p1,spotify:track:3KliPMvk1EvFZu9cvkj8p1,https://api.spotify.com/v1/tracks/3KliPMvk1EvFZu9cvkj8p1,https://api.spotify.com/v1/audio-analysis/3KliPMvk1EvFZu9cvkj8p1,247960,4
Sugar,Maroon 5,2014-09-02,True,spotify:track:2iuZJX9X9P0GKaE93xcPjk,82,mejoresplaylistsspotify,https://open.spotify.com/track/2iuZJX9X9P0GKaE93xcPjk,04gDigrS5kc9YWfZHwBETP,0.748,0.788,1,-7.055,1,0.0334,0.0591,0.0,0.0863,0.884,120.076,audio_features,2iuZJX9X9P0GKaE93xcPjk,spotify:track:2iuZJX9X9P0GKaE93xcPjk,https://api.spotify.com/v1/tracks/2iuZJX9X9P0GKaE93xcPjk,https://api.spotify.com/v1/audio-analysis/2iuZJX9X9P0GKaE93xcPjk,235493,4
Better When I'm Dancin',Meghan Trainor,2015-10-14,False,spotify:track:5k5fWendNngd89O8JKoE8L,76,mejoresplaylistsspotify,https://open.spotify.com/track/5k5fWendNngd89O8JKoE8L,6JL8zeS1NmiOftqZTRgdTz,0.756,0.789,2,-7.002,1,0.0324,0.53,0.000711,0.157,0.873,127.987,audio_features,5k5fWendNngd89O8JKoE8L,spotify:track:5k5fWendNngd89O8JKoE8L,https://api.spotify.com/v1/tracks/5k5fWendNngd89O8JKoE8L,https://api.spotify.com/v1/audio-analysis/5k5fWendNngd89O8JKoE8L,176267,4
Talk (feat. Disclosure),Khalid,2019-04-05,False,spotify:track:6TqXcAFInzjp0bODyvrWEq,71,mejoresplaylistsspotify,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq,6LuN9FCkKOj5PcnpouEgny,0.9,0.4,0,-8.575,1,0.127,0.0516,0.0,0.0599,0.346,135.984,audio_features,6TqXcAFInzjp0bODyvrWEq,spotify:track:6TqXcAFInzjp0bODyvrWEq,https://api.spotify.com/v1/tracks/6TqXcAFInzjp0bODyvrWEq,https://api.spotify.com/v1/audio-analysis/6TqXcAFInzjp0bODyvrWEq,197573,4
Talk (feat. Disclosure),Khalid,2019-04-05,False,spotify:track:6TqXcAFInzjp0bODyvrWEq,71,mejoresplaylistsspotify,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq,6nS5roXSAGhTGr34W6n7Et,0.9,0.4,0,-8.575,1,0.127,0.0516,0.0,0.0599,0.346,135.984,audio_features,6TqXcAFInzjp0bODyvrWEq,spotify:track:6TqXcAFInzjp0bODyvrWEq,https://api.spotify.com/v1/tracks/6TqXcAFInzjp0bODyvrWEq,https://api.spotify.com/v1/audio-analysis/6TqXcAFInzjp0bODyvrWEq,197573,4
Talk (feat. Disclosure),Disclosure,2019-04-05,False,spotify:track:6TqXcAFInzjp0bODyvrWEq,71,mejoresplaylistsspotify,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq,6LuN9FCkKOj5PcnpouEgny,0.9,0.4,0,-8.575,1,0.127,0.0516,0.0,0.0599,0.346,135.984,audio_features,6TqXcAFInzjp0bODyvrWEq,spotify:track:6TqXcAFInzjp0bODyvrWEq,https://api.spotify.com/v1/tracks/6TqXcAFInzjp0bODyvrWEq,https://api.spotify.com/v1/audio-analysis/6TqXcAFInzjp0bODyvrWEq,197573,4
Talk (feat. Disclosure),Disclosure,2019-04-05,False,spotify:track:6TqXcAFInzjp0bODyvrWEq,71,mejoresplaylistsspotify,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq,6nS5roXSAGhTGr34W6n7Et,0.9,0.4,0,-8.575,1,0.127,0.0516,0.0,0.0599,0.346,135.984,audio_features,6TqXcAFInzjp0bODyvrWEq,spotify:track:6TqXcAFInzjp0bODyvrWEq,https://api.spotify.com/v1/tracks/6TqXcAFInzjp0bODyvrWEq,https://api.spotify.com/v1/audio-analysis/6TqXcAFInzjp0bODyvrWEq,197573,4
Some Say,Nea,2019-09-06,False,spotify:track:4poybupy26pTWPr9zY1i7h,67,mejoresplaylistsspotify,https://open.spotify.com/track/4poybupy26pTWPr9zY1i7h,7nqlScm2smydSRl13eaP8E,0.779,0.342,3,-6.316,0,0.0405,0.701,2.75e-06,0.132,0.482,104.995,audio_features,4poybupy26pTWPr9zY1i7h,spotify:track:4poybupy26pTWPr9zY1i7h,https://api.spotify.com/v1/tracks/4poybupy26pTWPr9zY1i7h,https://api.spotify.com/v1/audio-analysis/4poybupy26pTWPr9zY1i7h,175602,4
Can't Feel My Face,The Weeknd,2015-08-28,False,spotify:track:22VdIZQfgXJea34mQxlt81,84,mejoresplaylistsspotify,https://open.spotify.com/track/22VdIZQfgXJea34mQxlt81,1Xyo4u8uXC1ZmMpatF05PJ,0.705,0.769,9,-5.526,0,0.0425,0.113,0.0,0.105,0.583,107.949,audio_features,22VdIZQfgXJea34mQxlt81,spotify:track:22VdIZQfgXJea34mQxlt81,https://api.spotify.com/v1/tracks/22VdIZQfgXJea34mQxlt81,https://api.spotify.com/v1/audio-analysis/22VdIZQfgXJea34mQxlt81,213520,4
Girl on Fire,Alicia Keys,2012-11-18,False,spotify:track:4esOae7i4rqTbAu9o5Pxco,79,mejoresplaylistsspotify,https://open.spotify.com/track/4esOae7i4rqTbAu9o5Pxco,3DiDSECUqqY1AuBP8qtaIa,0.482,0.706,9,-5.762,1,0.0607,0.135,0.00106,0.105,0.144,92.513,audio_features,4esOae7i4rqTbAu9o5Pxco,spotify:track:4esOae7i4rqTbAu9o5Pxco,https://api.spotify.com/v1/tracks/4esOae7i4rqTbAu9o5Pxco,https://api.spotify.com/v1/audio-analysis/4esOae7i4rqTbAu9o5Pxco,224920,4
Young Dumb & Broke,Khalid,2017-04-27,False,spotify:track:5Z3GHaZ6ec9bsiI5BenrbY,81,mejoresplaylistsspotify,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY,6LuN9FCkKOj5PcnpouEgny,0.799,0.539,1,-6.351,1,0.0421,0.199,1.66e-05,0.165,0.394,136.948,audio_features,5Z3GHaZ6ec9bsiI5BenrbY,spotify:track:5Z3GHaZ6ec9bsiI5BenrbY,https://api.spotify.com/v1/tracks/5Z3GHaZ6ec9bsiI5BenrbY,https://api.spotify.com/v1/audio-analysis/5Z3GHaZ6ec9bsiI5BenrbY,202547,4
Dear Future Husband,Meghan Trainor,2015-01-09,False,spotify:track:3cU2wBxuV6nFiuf6PJZNlC,77,mejoresplaylistsspotify,https://open.spotify.com/track/3cU2wBxuV6nFiuf6PJZNlC,6JL8zeS1NmiOftqZTRgdTz,0.655,0.782,1,-4.789,1,0.185,0.375,0.0,0.317,0.832,79.427,audio_features,3cU2wBxuV6nFiuf6PJZNlC,spotify:track:3cU2wBxuV6nFiuf6PJZNlC,https://api.spotify.com/v1/tracks/3cU2wBxuV6nFiuf6PJZNlC,https://api.spotify.com/v1/audio-analysis/3cU2wBxuV6nFiuf6PJZNlC,184227,4
Electricity (with Dua Lipa),Silk City,2018-09-06,False,spotify:track:5N4erncE7kuUccm7zEmwzk,73,mejoresplaylistsspotify,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk,2X97ZAqRKRMYFIDqtvGgGc,0.588,0.67,0,-6.439,1,0.0473,0.0104,3.33e-06,0.338,0.505,118.159,audio_features,5N4erncE7kuUccm7zEmwzk,spotify:track:5N4erncE7kuUccm7zEmwzk,https://api.spotify.com/v1/tracks/5N4erncE7kuUccm7zEmwzk,https://api.spotify.com/v1/audio-analysis/5N4erncE7kuUccm7zEmwzk,238173,4
Electricity (with Dua Lipa),Silk City,2018-09-06,False,spotify:track:5N4erncE7kuUccm7zEmwzk,73,mejoresplaylistsspotify,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk,6M2wZ9GZgrQXHCFfjv46we,0.588,0.67,0,-6.439,1,0.0473,0.0104,3.33e-06,0.338,0.505,118.159,audio_features,5N4erncE7kuUccm7zEmwzk,spotify:track:5N4erncE7kuUccm7zEmwzk,https://api.spotify.com/v1/tracks/5N4erncE7kuUccm7zEmwzk,https://api.spotify.com/v1/audio-analysis/5N4erncE7kuUccm7zEmwzk,238173,4
Electricity (with Dua Lipa),Silk City,2018-09-06,False,spotify:track:5N4erncE7kuUccm7zEmwzk,73,mejoresplaylistsspotify,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk,5fMUXHkw8R8eOP2RNVYEZX,0.588,0.67,0,-6.439,1,0.0473,0.0104,3.33e-06,0.338,0.505,118.159,audio_features,5N4erncE7kuUccm7zEmwzk,spotify:track:5N4erncE7kuUccm7zEmwzk,https://api.spotify.com/v1/tracks/5N4erncE7kuUccm7zEmwzk,https://api.spotify.com/v1/audio-analysis/5N4erncE7kuUccm7zEmwzk,238173,4
Electricity (with Dua Lipa),Silk City,2018-09-06,False,spotify:track:5N4erncE7kuUccm7zEmwzk,73,mejoresplaylistsspotify,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk,3hv9jJF3adDNsBSIQDqcjp,0.588,0.67,0,-6.439,1,0.0473,0.0104,3.33e-06,0.338,0.505,118.159,audio_features,5N4erncE7kuUccm7zEmwzk,spotify:track:5N4erncE7kuUccm7zEmwzk,https://api.spotify.com/v1/tracks/5N4erncE7kuUccm7zEmwzk,https://api.spotify.com/v1/audio-analysis/5N4erncE7kuUccm7zEmwzk,238173,4
Electricity (with Dua Lipa),Dua Lipa,2018-09-06,False,spotify:track:5N4erncE7kuUccm7zEmwzk,73,mejoresplaylistsspotify,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk,2X97ZAqRKRMYFIDqtvGgGc,0.588,0.67,0,-6.439,1,0.0473,0.0104,3.33e-06,0.338,0.505,118.159,audio_features,5N4erncE7kuUccm7zEmwzk,spotify:track:5N4erncE7kuUccm7zEmwzk,https://api.spotify.com/v1/tracks/5N4erncE7kuUccm7zEmwzk,https://api.spotify.com/v1/audio-analysis/5N4erncE7kuUccm7zEmwzk,238173,4
Electricity (with Dua Lipa),Dua Lipa,2018-09-06,False,spotify:track:5N4erncE7kuUccm7zEmwzk,73,mejoresplaylistsspotify,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk,6M2wZ9GZgrQXHCFfjv46we,0.588,0.67,0,-6.439,1,0.0473,0.0104,3.33e-06,0.338,0.505,118.159,audio_features,5N4erncE7kuUccm7zEmwzk,spotify:track:5N4erncE7kuUccm7zEmwzk,https://api.spotify.com/v1/tracks/5N4erncE7kuUccm7zEmwzk,https://api.spotify.com/v1/audio-analysis/5N4erncE7kuUccm7zEmwzk,238173,4
Electricity (with Dua Lipa),Dua Lipa,2018-09-06,False,spotify:track:5N4erncE7kuUccm7zEmwzk,73,mejoresplaylistsspotify,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk,5fMUXHkw8R8eOP2RNVYEZX,0.588,0.67,0,-6.439,1,0.0473,0.0104,3.33e-06,0.338,0.505,118.159,audio_features,5N4erncE7kuUccm7zEmwzk,spotify:track:5N4erncE7kuUccm7zEmwzk,https://api.spotify.com/v1/tracks/5N4erncE7kuUccm7zEmwzk,https://api.spotify.com/v1/audio-analysis/5N4erncE7kuUccm7zEmwzk,238173,4
Electricity (with Dua Lipa),Dua Lipa,2018-09-06,False,spotify:track:5N4erncE7kuUccm7zEmwzk,73,mejoresplaylistsspotify,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk,3hv9jJF3adDNsBSIQDqcjp,0.588,0.67,0,-6.439,1,0.0473,0.0104,3.33e-06,0.338,0.505,118.159,audio_features,5N4erncE7kuUccm7zEmwzk,spotify:track:5N4erncE7kuUccm7zEmwzk,https://api.spotify.com/v1/tracks/5N4erncE7kuUccm7zEmwzk,https://api.spotify.com/v1/audio-analysis/5N4erncE7kuUccm7zEmwzk,238173,4
Electricity (with Dua Lipa),Diplo,2018-09-06,False,spotify:track:5N4erncE7kuUccm7zEmwzk,73,mejoresplaylistsspotify,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk,2X97ZAqRKRMYFIDqtvGgGc,0.588,0.67,0,-6.439,1,0.0473,0.0104,3.33e-06,0.338,0.505,118.159,audio_features,5N4erncE7kuUccm7zEmwzk,spotify:track:5N4erncE7kuUccm7zEmwzk,https://api.spotify.com/v1/tracks/5N4erncE7kuUccm7zEmwzk,https://api.spotify.com/v1/audio-analysis/5N4erncE7kuUccm7zEmwzk,238173,4
Electricity (with Dua Lipa),Diplo,2018-09-06,False,spotify:track:5N4erncE7kuUccm7zEmwzk,73,mejoresplaylistsspotify,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk,6M2wZ9GZgrQXHCFfjv46we,0.588,0.67,0,-6.439,1,0.0473,0.0104,3.33e-06,0.338,0.505,118.159,audio_features,5N4erncE7kuUccm7zEmwzk,spotify:track:5N4erncE7kuUccm7zEmwzk,https://api.spotify.com/v1/tracks/5N4erncE7kuUccm7zEmwzk,https://api.spotify.com/v1/audio-analysis/5N4erncE7kuUccm7zEmwzk,238173,4
Electricity (with Dua Lipa),Diplo,2018-09-06,False,spotify:track:5N4erncE7kuUccm7zEmwzk,73,mejoresplaylistsspotify,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk,5fMUXHkw8R8eOP2RNVYEZX,0.588,0.67,0,-6.439,1,0.0473,0.0104,3.33e-06,0.338,0.505,118.159,audio_features,5N4erncE7kuUccm7zEmwzk,spotify:track:5N4erncE7kuUccm7zEmwzk,https://api.spotify.com/v1/tracks/5N4erncE7kuUccm7zEmwzk,https://api.spotify.com/v1/audio-analysis/5N4erncE7kuUccm7zEmwzk,238173,4
Electricity (with Dua Lipa),Diplo,2018-09-06,False,spotify:track:5N4erncE7kuUccm7zEmwzk,73,mejoresplaylistsspotify,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk,3hv9jJF3adDNsBSIQDqcjp,0.588,0.67,0,-6.439,1,0.0473,0.0104,3.33e-06,0.338,0.505,118.159,audio_features,5N4erncE7kuUccm7zEmwzk,spotify:track:5N4erncE7kuUccm7zEmwzk,https://api.spotify.com/v1/tracks/5N4erncE7kuUccm7zEmwzk,https://api.spotify.com/v1/audio-analysis/5N4erncE7kuUccm7zEmwzk,238173,4
Electricity (with Dua Lipa),Mark Ronson,2018-09-06,False,spotify:track:5N4erncE7kuUccm7zEmwzk,73,mejoresplaylistsspotify,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk,2X97ZAqRKRMYFIDqtvGgGc,0.588,0.67,0,-6.439,1,0.0473,0.0104,3.33e-06,0.338,0.505,118.159,audio_features,5N4erncE7kuUccm7zEmwzk,spotify:track:5N4erncE7kuUccm7zEmwzk,https://api.spotify.com/v1/tracks/5N4erncE7kuUccm7zEmwzk,https://api.spotify.com/v1/audio-analysis/5N4erncE7kuUccm7zEmwzk,238173,4
Electricity (with Dua Lipa),Mark Ronson,2018-09-06,False,spotify:track:5N4erncE7kuUccm7zEmwzk,73,mejoresplaylistsspotify,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk,6M2wZ9GZgrQXHCFfjv46we,0.588,0.67,0,-6.439,1,0.0473,0.0104,3.33e-06,0.338,0.505,118.159,audio_features,5N4erncE7kuUccm7zEmwzk,spotify:track:5N4erncE7kuUccm7zEmwzk,https://api.spotify.com/v1/tracks/5N4erncE7kuUccm7zEmwzk,https://api.spotify.com/v1/audio-analysis/5N4erncE7kuUccm7zEmwzk,238173,4
Electricity (with Dua Lipa),Mark Ronson,2018-09-06,False,spotify:track:5N4erncE7kuUccm7zEmwzk,73,mejoresplaylistsspotify,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk,5fMUXHkw8R8eOP2RNVYEZX,0.588,0.67,0,-6.439,1,0.0473,0.0104,3.33e-06,0.338,0.505,118.159,audio_features,5N4erncE7kuUccm7zEmwzk,spotify:track:5N4erncE7kuUccm7zEmwzk,https://api.spotify.com/v1/tracks/5N4erncE7kuUccm7zEmwzk,https://api.spotify.com/v1/audio-analysis/5N4erncE7kuUccm7zEmwzk,238173,4
Electricity (with Dua Lipa),Mark Ronson,2018-09-06,False,spotify:track:5N4erncE7kuUccm7zEmwzk,73,mejoresplaylistsspotify,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk,3hv9jJF3adDNsBSIQDqcjp,0.588,0.67,0,-6.439,1,0.0473,0.0104,3.33e-06,0.338,0.505,118.159,audio_features,5N4erncE7kuUccm7zEmwzk,spotify:track:5N4erncE7kuUccm7zEmwzk,https://api.spotify.com/v1/tracks/5N4erncE7kuUccm7zEmwzk,https://api.spotify.com/v1/audio-analysis/5N4erncE7kuUccm7zEmwzk,238173,4
Single Ladies (Put a Ring on It),Beyoncé,2008-11-17,False,spotify:track:5R9a4t5t5O0IsznsrKPVro,69,mejoresplaylistsspotify,https://open.spotify.com/track/5R9a4t5t5O0IsznsrKPVro,6vWDO969PvNqNYHIOW5v0m,0.426,0.584,1,-5.293,1,0.296,0.0383,0.0,0.188,0.272,193.437,audio_features,5R9a4t5t5O0IsznsrKPVro,spotify:track:5R9a4t5t5O0IsznsrKPVro,https://api.spotify.com/v1/tracks/5R9a4t5t5O0IsznsrKPVro,https://api.spotify.com/v1/audio-analysis/5R9a4t5t5O0IsznsrKPVro,193213,4
SexyBack (feat. Timbaland),Justin Timberlake,2006-09-12,True,spotify:track:0O45fw2L5vsWpdsOdXwNAR,79,mejoresplaylistsspotify,https://open.spotify.com/track/0O45fw2L5vsWpdsOdXwNAR,31TPClRtHm23RisEBtV3X7,0.967,0.583,7,-5.562,0,0.0789,0.0584,0.0,0.0519,0.964,117.0,audio_features,0O45fw2L5vsWpdsOdXwNAR,spotify:track:0O45fw2L5vsWpdsOdXwNAR,https://api.spotify.com/v1/tracks/0O45fw2L5vsWpdsOdXwNAR,https://api.spotify.com/v1/audio-analysis/0O45fw2L5vsWpdsOdXwNAR,242733,4
SexyBack (feat. Timbaland),Justin Timberlake,2006-09-12,True,spotify:track:0O45fw2L5vsWpdsOdXwNAR,79,mejoresplaylistsspotify,https://open.spotify.com/track/0O45fw2L5vsWpdsOdXwNAR,5Y5TRrQiqgUO4S36tzjIRZ,0.967,0.583,7,-5.562,0,0.0789,0.0584,0.0,0.0519,0.964,117.0,audio_features,0O45fw2L5vsWpdsOdXwNAR,spotify:track:0O45fw2L5vsWpdsOdXwNAR,https://api.spotify.com/v1/tracks/0O45fw2L5vsWpdsOdXwNAR,https://api.spotify.com/v1/audio-analysis/0O45fw2L5vsWpdsOdXwNAR,242733,4
SexyBack (feat. Timbaland),Timbaland,2006-09-12,True,spotify:track:0O45fw2L5vsWpdsOdXwNAR,79,mejoresplaylistsspotify,https://open.spotify.com/track/0O45fw2L5vsWpdsOdXwNAR,31TPClRtHm23RisEBtV3X7,0.967,0.583,7,-5.562,0,0.0789,0.0584,0.0,0.0519,0.964,117.0,audio_features,0O45fw2L5vsWpdsOdXwNAR,spotify:track:0O45fw2L5vsWpdsOdXwNAR,https://api.spotify.com/v1/tracks/0O45fw2L5vsWpdsOdXwNAR,https://api.spotify.com/v1/audio-analysis/0O45fw2L5vsWpdsOdXwNAR,242733,4
SexyBack (feat. Timbaland),Timbaland,2006-09-12,True,spotify:track:0O45fw2L5vsWpdsOdXwNAR,79,mejoresplaylistsspotify,https://open.spotify.com/track/0O45fw2L5vsWpdsOdXwNAR,5Y5TRrQiqgUO4S36tzjIRZ,0.967,0.583,7,-5.562,0,0.0789,0.0584,0.0,0.0519,0.964,117.0,audio_features,0O45fw2L5vsWpdsOdXwNAR,spotify:track:0O45fw2L5vsWpdsOdXwNAR,https://api.spotify.com/v1/tracks/0O45fw2L5vsWpdsOdXwNAR,https://api.spotify.com/v1/audio-analysis/0O45fw2L5vsWpdsOdXwNAR,242733,4
New Rules,Dua Lipa,2017-06-02,False,spotify:track:2ekn2ttSfGqwhhate0LSR0,81,mejoresplaylistsspotify,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0,6M2wZ9GZgrQXHCFfjv46we,0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,audio_features,2ekn2ttSfGqwhhate0LSR0,spotify:track:2ekn2ttSfGqwhhate0LSR0,https://api.spotify.com/v1/tracks/2ekn2ttSfGqwhhate0LSR0,https://api.spotify.com/v1/audio-analysis/2ekn2ttSfGqwhhate0LSR0,209320,4
Radioactive,Imagine Dragons,2012-09-04,False,spotify:track:6Ep6BzIOB9tz3P4sWqiiAB,0,mejoresplaylistsspotify,https://open.spotify.com/track/6Ep6BzIOB9tz3P4sWqiiAB,53XhwfbYqKCa1cC15pYq2q,0.473,0.777,9,-3.698,1,0.059,0.119,7.87e-05,0.671,0.21,136.249,audio_features,6Ep6BzIOB9tz3P4sWqiiAB,spotify:track:6Ep6BzIOB9tz3P4sWqiiAB,https://api.spotify.com/v1/tracks/6Ep6BzIOB9tz3P4sWqiiAB,https://api.spotify.com/v1/audio-analysis/6Ep6BzIOB9tz3P4sWqiiAB,186813,4
Five More Hours,Deorro,2017-03-31,False,spotify:track:3MOECVkNshqHYTPt5DZcdN,72,mejoresplaylistsspotify,https://open.spotify.com/track/3MOECVkNshqHYTPt5DZcdN,6VD4UEUPvtsemqD3mmTqCR,0.699,0.883,5,-3.226,0,0.219,0.0288,0.0,0.817,0.499,127.961,audio_features,3MOECVkNshqHYTPt5DZcdN,spotify:track:3MOECVkNshqHYTPt5DZcdN,https://api.spotify.com/v1/tracks/3MOECVkNshqHYTPt5DZcdN,https://api.spotify.com/v1/audio-analysis/3MOECVkNshqHYTPt5DZcdN,211975,4
Five More Hours,Deorro,2017-03-31,False,spotify:track:3MOECVkNshqHYTPt5DZcdN,72,mejoresplaylistsspotify,https://open.spotify.com/track/3MOECVkNshqHYTPt5DZcdN,7bXgB6jMjp9ATFy66eO08Z,0.699,0.883,5,-3.226,0,0.219,0.0288,0.0,0.817,0.499,127.961,audio_features,3MOECVkNshqHYTPt5DZcdN,spotify:track:3MOECVkNshqHYTPt5DZcdN,https://api.spotify.com/v1/tracks/3MOECVkNshqHYTPt5DZcdN,https://api.spotify.com/v1/audio-analysis/3MOECVkNshqHYTPt5DZcdN,211975,4
Five More Hours,Chris Brown,2017-03-31,False,spotify:track:3MOECVkNshqHYTPt5DZcdN,72,mejoresplaylistsspotify,https://open.spotify.com/track/3MOECVkNshqHYTPt5DZcdN,6VD4UEUPvtsemqD3mmTqCR,0.699,0.883,5,-3.226,0,0.219,0.0288,0.0,0.817,0.499,127.961,audio_features,3MOECVkNshqHYTPt5DZcdN,spotify:track:3MOECVkNshqHYTPt5DZcdN,https://api.spotify.com/v1/tracks/3MOECVkNshqHYTPt5DZcdN,https://api.spotify.com/v1/audio-analysis/3MOECVkNshqHYTPt5DZcdN,211975,4
Five More Hours,Chris Brown,2017-03-31,False,spotify:track:3MOECVkNshqHYTPt5DZcdN,72,mejoresplaylistsspotify,https://open.spotify.com/track/3MOECVkNshqHYTPt5DZcdN,7bXgB6jMjp9ATFy66eO08Z,0.699,0.883,5,-3.226,0,0.219,0.0288,0.0,0.817,0.499,127.961,audio_features,3MOECVkNshqHYTPt5DZcdN,spotify:track:3MOECVkNshqHYTPt5DZcdN,https://api.spotify.com/v1/tracks/3MOECVkNshqHYTPt5DZcdN,https://api.spotify.com/v1/audio-analysis/3MOECVkNshqHYTPt5DZcdN,211975,4
Set Fire to the Rain,Adele,2011-01-19,False,spotify:track:5PKWUDfQFtc5qqo8cs1gQp,0,mejoresplaylistsspotify,https://open.spotify.com/track/5PKWUDfQFtc5qqo8cs1gQp,4dpARuHxo51G3z768sgnrY,0.603,0.67,2,-3.882,0,0.0249,0.00408,1.66e-06,0.112,0.445,107.995,audio_features,5PKWUDfQFtc5qqo8cs1gQp,spotify:track:5PKWUDfQFtc5qqo8cs1gQp,https://api.spotify.com/v1/tracks/5PKWUDfQFtc5qqo8cs1gQp,https://api.spotify.com/v1/audio-analysis/5PKWUDfQFtc5qqo8cs1gQp,242974,4
Run the World (Girls),Beyoncé,2011-06-24,False,spotify:track:1uXbwHHfgsXcUKfSZw5ZJ0,74,mejoresplaylistsspotify,https://open.spotify.com/track/1uXbwHHfgsXcUKfSZw5ZJ0,6vWDO969PvNqNYHIOW5v0m,0.732,0.899,0,-4.237,1,0.143,0.00496,4.64e-05,0.372,0.759,127.091,audio_features,1uXbwHHfgsXcUKfSZw5ZJ0,spotify:track:1uXbwHHfgsXcUKfSZw5ZJ0,https://api.spotify.com/v1/tracks/1uXbwHHfgsXcUKfSZw5ZJ0,https://api.spotify.com/v1/audio-analysis/1uXbwHHfgsXcUKfSZw5ZJ0,236093,4
Shotgun,George Ezra,2018-03-23,False,spotify:track:4ofwffwvvnbSkrMSCKQDaC,78,mejoresplaylistsspotify,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC,2ysnwxxNtSgbb9t1m2Ur4j,0.673,0.735,5,-4.733,1,0.0457,0.286,0.0,0.242,0.754,115.744,audio_features,4ofwffwvvnbSkrMSCKQDaC,spotify:track:4ofwffwvvnbSkrMSCKQDaC,https://api.spotify.com/v1/tracks/4ofwffwvvnbSkrMSCKQDaC,https://api.spotify.com/v1/audio-analysis/4ofwffwvvnbSkrMSCKQDaC,201287,4
