,artist_name,artist_id,followers,genres,popularity
0,a-ha,2jzc5TC5TVFLXQlBNiIUzE,1978118,"['new romantic', 'new wave', 'new wave pop', 'permanent wave', 'soft rock', 'synthpop']",72
0,The Police,5NGO30tJxFlKixkPSgXcFE,5429215,"['album rock', 'classic rock', 'permanent wave', 'rock']",76
0,George Michael,19ra5tSw0tWufvUp8GotLo,4216228,['new wave pop'],73
0,Culture Club,6kz53iCdBSqhQCZ21CoLcc,1414469,"['album rock', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",64
0,Cyndi Lauper,2BTZIqw0ntH9MvilQ3ewNY,2294793,"['dance pop', 'new wave pop', 'permanent wave', 'soft rock']",71
0,Foreigner,6IRouO5mvvfcyxtPDKMYFN,2773793,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']",70
0,Rick Astley,0gxyHStUsqpMadRV0Di1Qt,1053302,"['new romantic', 'new wave pop', 'soft rock', 'sophisti-pop', 'synthpop']",65
0,Bryan Adams,3Z02hBLubJxuFJfhacLSDc,3090177,"['canadian pop', 'canadian singer-songwriter', 'classic canadian rock', 'heartland rock', 'mellow gold', 'soft rock']",75
0,Starship,0kObWap02DEg9EAJ3PBxzf,913057,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'new romantic', 'new wave pop', 'soft rock', 'synthpop']",65
0,Eurythmics,0NKDgy9j66h3DLnN8qu1bB,1705876,"['album rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'rock', 'singer-songwriter', 'soft rock', 'sophisti-pop', 'synthpop']",68
0,Annie Lennox,5MspMQqdVbdwP6ax3GXqum,1357388,"['new romantic', 'new wave', 'new wave pop', 'singer-songwriter', 'soft rock', 'synthpop']",71
0,Dave Stewart,7gcCQIlkkfbul5Mt0jBQkg,27346,"['new wave pop', 'rock keyboard']",69
0,TOTO,0PFtn5NtBbbUNbU9EAmIWF,2589589,"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",73
0,Alphaville,0xliTEbFfy5HQHvsTknTkX,699358,"['new romantic', 'new wave', 'new wave pop', 'synthpop']",65
0,The Outfield,1zxDewzd2j1ZdSBGaYcr0y,546565,"['album rock', 'power pop']",65
0,Men At Work,0f3EsoviYnRKTkmayI3cux,1085119,"['album rock', 'australian rock', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock']",66
0,Wham!,5lpH0xAS4fVfLkACg9DAuM,2278550,"['new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",67
0,Survivor,26bcq2nyj5GB7uRr558iQg,971832,"['album rock', 'glam metal', 'hard rock', 'soft rock']",68
0,Scorpions,27T030eWyCQRmDyuvr1kxY,6341338,"['album rock', 'german hard rock', 'german metal', 'german rock', 'hard rock', 'rock']",73
0,Michael Jackson,3fMbdgg4jU18AjLCKBhRSm,26963265,"['r&b', 'soul']",83
0,Tears For Fears,4bthk9UfsYUYdcFyqxmSUU,2795869,"['new romantic', 'new wave', 'new wave pop', 'permanent wave', 'rock', 'sophisti-pop', 'synthpop']",74
0,Cutting Crew,3cniTumSiUysiPWXapGx1i,367944,"['album rock', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",61
0,Spandau Ballet,2urZrEdsq72kx0UzfYN8Yv,1161605,"['new romantic', 'new wave', 'new wave pop', 'soft rock', 'sophisti-pop', 'synthpop']",62
0,Van Halen,2cnMpRsOVqtPMfq7YiFE6K,5367034,"['album rock', 'classic rock', 'hard rock', 'rock']",73
0,Irene Cara,3oZa8Xs6IjlIUGLAhVyK4G,372277,"['disco', 'new romantic', 'new wave pop', 'soft rock', 'synthpop']",64
0,Michael Sembello,771qBvjnXOH9Azr6lKy6FB,76791,['hi-nrg'],61
0,Daryl Hall & John Oates,77tT1kLj6mCWtFNqiOmP9H,2089053,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock', 'yacht rock']",72
0,The Human League,1aX2dmV8XoHYCOQRxjPESG,1030354,"['new romantic', 'new wave', 'new wave pop', 'permanent wave', 'sophisti-pop', 'synthpop']",62
0,Kim Carnes,5PN2aHIvLEM98XIorsPMhE,290253,"['new romantic', 'new wave pop', 'soft rock', 'synthpop']",61
0,Simple Minds,6hN9F0iuULZYWXppob22Aj,1761005,"['album rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'rock', 'scottish new wave', 'soft rock', 'synthpop']",67
0,Laura Branigan,4463nfFMmK1cwAWBQDwT5e,627017,"['new romantic', 'new wave pop', 'soft rock', 'synthpop']",61
0,Fine Young Cannibals,20p5D2KrE8CGuOjHtxsyTp,770769,"['australian rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",60
0,Roxette,2SHhfs4BiDxGQ3oxqf0UHY,1965008,"['europop', 'swedish pop']",71
0,Madonna,6tbjWDEIzxoDsBA1FuhfPW,6899666,"['dance pop', 'pop']",78
